Company,Sector,Industry,Country,Cap,Exchange,Index,Market Cap,Enterprise Value,Income,Sales,Book/sh,Cash/sh,Dividend Est.,Dividend TTM,Dividend Ex-Date,Dividend Gr. 3/5Y,Payout,Employees,IPO,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,EV/EBITDA,EV/Sales,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,Option/Short,EPS (ttm),EPS next Y,EPS next Q,EPS this Y,EPS next Y Percentage,EPS next 5Y,EPS past 3/5Y,Sales past 3/5Y,EPS Y/Y TTM,Sales Y/Y TTM,EPS Q/Q,Sales Q/Q,Earnings,EPS/Sales Surpr.,Insider Own,Insider Trans,Inst Own,Inst Trans,ROA,ROE,ROIC,Gross Margin,Oper. Margin,Profit Margin,SMA20,SMA50,SMA200,Trades,Shs Outstand,Shs Float,Short Float,Short Ratio,Short Interest,52W High,52W Low,Volatility W,Volatility M,ATR (14),RSI (14),Beta,Rel Volume,Avg Volume,Volume,Perf Week,Perf Month,Perf Quarter,Perf Half Y,Perf YTD,Perf Year,Perf 3Y,Perf 5Y,Perf 10Y,Recom,Target Price,Prev Close,Price,Change %,Ticker
Tesla Inc,Consumer Cyclical,Auto Manufacturers,USA,Mega,NASD,"NDX, S&P 500",1398.46B,1371.18B,3.81B,103.62B,21.99,11.15,-,-,-,- -,0.00%,134785,"Jun 29, 2010",328.98,156.72,6.62,13.50,16.10,31.77,242.70,121.89,13.23,1.55,1.94,0.19,0.16,Yes / Yes,1.08,2.26,0.46,1.82%,33.66%,23.67%,-33.28% 38.32%,5.19% 24.63%,-37.64%,11.75%,-5.50%,25.52%,Jul 22 AMC,-38.12% 6.86%,28.57%,-0.01%,44.24%,1.70%,2.75%,4.64%,3.79%,18.85%,4.61%,3.67%,1.62%,-1.08%,-11.38%,"

",3.95B,2.82B,2.45%,1.66,69.20M,498.83 -29.02%,297.38 19.07%,4.17%,3.64%,15.27,50.93,1.91,1.56,41.70M,"65,018,209",1.53%,10.81%,-9.44%,-10.75%,-21.27%,4.59%,44.52%,44.80%,2585.41%,2.44,376.78,376.36,354.08,-5.92%,TSLA
Lilly(Eli) & Co,Healthcare,Drug Manufacturers - General,USA,Mega,NYSE,S&P 500,1081.96B,1127.92B,26.71B,79.67B,35.98,9.51,6.88 (0.60%),6.69 (0.58%),"Aug 14, 2026",15.24% 15.18%,26.14%,50000,"Jul 09, 1970",39.06,24.64,0.81,13.58,31.94,120.89,59.48,27.04,14.16,1.00,1.35,1.62,1.41,Yes / Yes,29.43,46.64,9.85,50.33%,28.15%,30.24%,49.25% 27.59%,31.69% 21.58%,95.08%,49.58%,26.20%,47.67%,Aug 05 BMO,30.92% 10.33%,9.89%,-0.03%,76.28%,-0.01%,21.96%,102.43%,32.68%,83.40%,49.72%,33.53%,-4.43%,-3.54%,8.09%,"

",941.50M,848.28M,0.77%,2.28,6.56M,1292.65 -11.08%,712.05 61.42%,2.44%,2.83%,35.46,41.33,0.45,0.77,2.88M,"2,220,418",-2.15%,-3.57%,1.59%,16.06%,6.95%,54.71%,106.31%,342.86%,1395.59%,1.56,1349.28,1159.60,1149.36,-0.88%,LLY
Micron Technology Inc,Technology,Semiconductors,USA,Mega,NASD,"NDX, S&P 500",1148.13B,1128.45B,50.47B,90.27B,89.22,23.06,0.58 (0.06%),0.53 (0.05%),"Jul 06, 2026",2.27% -,6.06%,53000,"Jun 01, 1984",23.01,6.54,0.04,12.72,11.39,44.08,43.87,16.51,12.50,2.98,3.42,0.06,0.06,Yes / Yes,44.17,155.39,31.14,785.02%,111.80%,173.61%,-0.66% 26.19%,6.71% 11.76%,701.44%,166.98%,1372.09%,345.72%,Sep 30 AMC,20.36% 15.44%,0.36%,-7.67%,80.58%,-1.02%,47.50%,66.64%,47.38%,72.60%,65.75%,55.91%,7.77%,8.35%,67.62%,"

",1.13B,1.13B,2.67%,0.68,30.02M,1255.00 -19.00%,118.52 757.74%,4.21%,4.60%,54.84,60.15,2.24,0.80,44.08M,"35,249,519",8.98%,15.33%,17.66%,174.53%,256.19%,718.44%,1344.23%,1277.31%,5987.37%,1.25,1575.35,958.16,1016.59,6.10%,MU
JPMorgan Chase & Co,Financial,Banks - Diversified,USA,Mega,NYSE,"DJIA, S&P 500",953.33B,-,63.63B,297.51B,133.01,-,6.39 (1.78%),6.00 (1.67%),"Jul 06, 2026",13.19% 10.01%,28.97%,318512,"Mar 05, 1969",15.36,14.27,1.33,3.20,2.70,-,6.20,-,-,-,1.15,3.41,1.33,Yes / Yes,23.34,25.12,5.84,24.01%,1.20%,10.76%,18.32% 17.66%,21.00% 17.27%,19.76%,8.20%,47.08%,18.21%,Jul 14 BMO,37.84% 13.06%,0.47%,-1.79%,76.75%,-0.75%,1.35%,17.71%,7.41%,-,28.36%,21.39%,0.08%,2.53%,12.66%,"

",2.66B,2.65B,0.96%,3.06,25.29M,366.50 -2.14%,279.10 28.50%,1.73%,1.49%,5.96,54.96,1.01,0.59,8.26M,"4,875,407",0.29%,0.66%,14.81%,23.89%,11.30%,18.04%,144.27%,124.87%,431.40%,2.03,376.35,362.06,358.64,-0.94%,JPM
Walmart Inc,Consumer Defensive,Discount Stores,USA,Mega,NASD,"DJIA, NDX, S&P 500",850.02B,918.81B,22.08B,735.84B,12.37,1.45,1.00 (0.93%),0.98 (0.91%),"Dec 11, 2026",7.82% 5.48%,34.44%,2100000,"Nov 20, 1972",38.82,33.18,2.97,1.16,8.66,73.73,62.92,19.40,1.25,0.23,0.77,0.75,0.58,Yes / Yes,2.76,3.23,0.64,9.49%,11.70%,11.19%,24.21% 11.53%,5.27% 4.99%,4.00%,6.16%,-8.97%,5.94%,Aug 20 BMO,9.19% 0.69%,44.22%,-0.43%,38.70%,0.13%,7.82%,23.44%,14.20%,25.23%,4.39%,3.00%,-1.65%,-3.38%,-9.72%,"

",7.94B,4.43B,1.43%,2.57,63.07M,135.15 -20.73%,98.88 8.35%,2.10%,1.95%,2.54,45.66,0.58,0.84,24.58M,"20,540,472",3.93%,-4.40%,-9.88%,-13.46%,-3.83%,6.15%,98.94%,115.36%,343.34%,1.47,129.02,108.42,107.14,-1.18%,WMT
SK Hynix Inc ADR,Technology,Semiconductors,South Korea,Mega,NASD,-,1290.09B,1247.13B,109.59B,129.01B,23.82,7.79,0.49 (0.28%),-,-,- -,-,34549,"Jul 10, 2026",11.50,5.27,0.05,10.00,7.43,22.72,20.63,12.77,9.67,2.29,2.59,0.08,0.06,Yes / Yes,15.40,33.62,6.15,519.97%,35.42%,110.41%,159.13% 49.26%,25.56% 20.38%,421.22%,134.05%,1180.72%,232.92%,Jul 29 BMO,89.46% -1.71%,-,-,0.00%,-38.32%,68.32%,93.70%,61.27%,75.63%,67.76%,84.95%,10.64%,12.84%,12.84%,"

",7.11B,-,-,0.80,27.23M,194.80 -9.14%,124.80 41.83%,4.59%,4.64%,10.15,59.33,-,0.61,34.07M,"20,803,242",9.91%,23.32%,-,-,4.12%,-,-,-,-,1.18,253.00,163.68,177.00,8.14%,SKHY
Advanced Micro Devices Inc,Technology,Semiconductors,USA,Mega,NASD,"NDX, S&P 500",779.62B,770.78B,6.43B,41.30B,41.19,8.04,-,-,-,- -,0.00%,31000,"Oct 15, 1979",122.56,30.36,0.40,18.87,11.59,59.41,92.78,81.00,18.66,1.91,2.61,0.06,0.05,Yes / Yes,3.90,15.73,1.93,82.98%,106.17%,75.71%,46.65% 5.13%,13.64% 28.82%,125.82%,39.54%,158.80%,50.11%,Aug 04 AMC,2.71% 2.00%,0.54%,-6.24%,75.20%,3.65%,8.12%,10.20%,9.11%,50.37%,15.71%,15.58%,0.50%,-4.35%,40.05%,"

",1.63B,1.62B,2.47%,1.51,40.07M,584.73 -18.33%,149.22 220.04%,3.15%,3.45%,22.51,49.67,2.49,0.74,26.62M,"19,678,742",2.58%,-2.39%,2.40%,148.18%,123.00%,195.18%,336.34%,334.47%,6259.12%,1.52,625.35,456.16,477.57,4.69%,AMD
Visa Inc,Financial,Credit Services,USA,Mega,NYSE,"DJIA, S&P 500",700.27B,708.75B,22.40B,44.49B,18.55,8.51,2.70 (0.72%),2.68 (0.71%),"Aug 11, 2026",16.31% 14.48%,23.37%,34100,"Mar 19, 2008",32.19,24.97,1.76,15.74,20.22,44.07,33.33,22.74,15.93,0.99,0.99,0.68,0.59,Yes / Yes,11.65,15.02,3.44,15.31%,13.59%,14.17%,13.82% 16.47%,10.92% 12.86%,14.71%,14.39%,10.41%,14.36%,Jul 28 AMC,2.68% 2.04%,8.93%,-0.10%,82.61%,1.05%,23.02%,60.67%,39.97%,77.16%,67.04%,50.35%,0.90%,3.27%,12.27%,"

",1.70B,1.70B,1.31%,2.89,22.25M,385.57 -2.72%,293.89 27.62%,1.47%,1.56%,6.46,54.97,0.76,0.60,7.71M,"4,646,798",-1.71%,1.24%,15.92%,18.18%,6.95%,6.86%,51.17%,66.62%,357.40%,1.40,423.54,378.75,375.07,-0.97%,V
Johnson & Johnson,Healthcare,Drug Manufacturers - General,USA,Mega,NYSE,"DJIA, S&P 500",663.28B,691.55B,21.04B,97.94B,35.28,8.61,5.38 (1.95%),5.28 (1.92%),"Aug 25, 2026",4.92% 5.25%,46.59%,140800,"Sep 25, 1944",31.90,21.54,2.18,6.77,7.80,31.95,29.82,20.23,7.06,0.81,1.09,0.58,0.44,Yes / Yes,8.63,12.77,2.90,7.36%,10.28%,9.87%,17.88% 14.90%,5.56% 2.67%,-7.21%,8.07%,-0.92%,6.64%,Jul 15 BMO,1.59% 0.99%,0.14%,-7.39%,77.50%,0.10%,10.67%,25.74%,17.20%,68.03%,26.99%,21.48%,2.60%,5.14%,16.71%,"

",2.41B,2.41B,0.90%,2.75,21.59M,281.07 -2.08%,173.33 58.79%,1.76%,1.79%,5.52,60.56,0.20,0.55,7.84M,"4,320,888",2.68%,7.10%,18.24%,14.49%,32.99%,53.97%,71.50%,57.24%,130.67%,1.93,279.71,278.43,275.23,-1.15%,JNJ
ExxonMobil Holdings Corp,Energy,Oil & Gas Integrated,USA,Mega,NYSE,S&P 500,655.73B,694.24B,32.76B,363.39B,63.08,2.57,4.16 (2.61%),4.12 (2.58%),"Aug 17, 2026",4.06% 2.82%,59.70%,58000,"Jan 01, 1920",20.52,14.81,1.06,1.80,2.53,61.93,21.46,9.82,1.91,0.85,1.13,0.16,0.12,Yes / Yes,7.77,10.77,3.51,66.13%,-7.25%,14.00%,-20.34% -,-6.83% 12.70%,9.80%,10.58%,112.81%,43.14%,Jul 31 BMO,-1.00% 5.53%,0.21%,-65.78%,68.05%,-2.09%,7.18%,12.55%,11.23%,20.88%,11.30%,9.01%,-1.21%,4.26%,10.18%,"

",4.11B,4.10B,0.90%,2.38,36.90M,176.41 -9.60%,108.35 47.18%,1.67%,1.76%,3.40,50.99,0.21,1.04,15.53M,"16,206,365",1.76%,2.99%,6.37%,5.46%,32.52%,41.88%,40.48%,190.63%,82.42%,2.32,170.95,162.21,159.47,-1.69%,XOM
ASML Holding NV,Technology,Semiconductor Equipment & Materials,Netherlands,Mega,NASD,NDX,660.95B,654.55B,12.41B,41.20B,64.74,22.49,10.60 (0.62%),9.08 (0.53%),"Jul 28, 2026",13.12% 21.86%,26.75%,44209,"Mar 15, 1995",53.39,28.50,0.75,16.04,26.49,76.25,58.36,41.43,15.89,0.80,1.33,0.09,0.09,Yes / Yes,32.12,60.18,11.77,48.01%,37.65%,37.97%,23.38% 23.58%,18.33% 18.27%,23.14%,17.87%,31.87%,24.38%,Jul 15 BMO,9.60% 4.16%,0.04%,0.00%,19.90%,-2.21%,22.54%,54.37%,45.57%,52.73%,35.42%,30.11%,-2.15%,-2.09%,15.83%,"

",385.42M,385.26M,0.35%,0.74,1.35M,1999.96 -14.25%,735.43 133.18%,2.31%,2.32%,56.25,48.30,1.78,0.71,1.82M,"1,289,622",1.10%,0.62%,4.46%,32.65%,60.29%,127.61%,158.84%,99.85%,1489.91%,1.40,2345.02,1646.19,1714.88,4.17%,ASML
Mastercard Incorporated,Financial,Credit Services,USA,Mega,NYSE,S&P 500,507.39B,519.93B,16.26B,35.13B,6.39,13.81,3.55 (0.61%),3.37 (0.58%),"Jul 09, 2026",15.58% 13.94%,19.07%,39800,"May 25, 2006",31.87,25.09,1.52,14.44,90.63,41.94,30.77,23.64,14.80,1.06,1.06,4.39,3.95,Yes / Yes,18.18,23.09,5.16,17.32%,15.69%,16.47%,17.34% 20.99%,13.90% 16.50%,22.59%,16.15%,22.05%,13.79%,Jul 30 BMO,5.69% 2.22%,7.91%,-0.14%,83.80%,-1.20%,29.80%,241.49%,58.49%,96.60%,59.19%,46.27%,-0.08%,3.85%,9.21%,"

",871.00M,806.69M,0.89%,2.14,7.19M,601.62 -3.72%,464.52 24.69%,1.39%,1.52%,9.88,52.88,0.75,0.53,3.36M,"1,774,728",-2.70%,0.57%,17.95%,10.89%,1.46%,-2.76%,39.38%,70.24%,491.69%,1.39,671.64,585.71,579.21,-1.11%,MA
Intel Corp,Technology,Semiconductors,USA,Mega,NASD,"NDX, S&P 500",503.38B,539.62B,-11.29B,57.03B,17.36,5.69,0.04 (0.04%),-,"Aug 07, 2024",- -,-,85100,"May 03, 1973",-,46.15,0.49,8.83,5.52,16.84,1463.33,31.82,9.46,1.25,1.60,0.58,0.55,Yes / Yes,-2.12,2.08,0.38,257.01%,38.45%,94.32%,- -,-5.71% -7.46%,55.56%,7.47%,-223.64%,25.42%,Jul 23 AMC,93.28% 11.73%,14.10%,0.01%,63.32%,1.49%,-5.72%,-12.18%,-8.30%,39.05%,8.03%,-19.79%,1.97%,-4.78%,29.19%,"

",5.04B,4.51B,3.01%,1.19,135.69M,142.35 -32.70%,23.75 303.37%,4.12%,4.38%,5.12,51.74,2.27,0.86,113.95M,"97,654,325",7.07%,-4.02%,-3.40%,120.64%,159.62%,289.27%,161.68%,79.03%,165.52%,2.43,120.83,91.67,95.80,4.51%,INTC
Abbvie Inc,Healthcare,Drug Manufacturers - General,USA,Mega,NYSE,S&P 500,453.20B,517.50B,6.27B,64.39B,-3.36,3.72,6.87 (2.68%),6.83 (2.66%),"Jul 15, 2026",5.21% 6.56%,281.66%,57000,"Dec 10, 2012",72.51,15.71,0.73,7.04,-,68.99,24.89,17.30,8.04,0.69,0.81,-,-,Yes / Yes,3.54,16.32,3.86,40.31%,16.33%,21.47%,-29.11% -2.81%,1.75% 5.95%,68.16%,10.39%,288.03%,10.16%,Jul 31 BMO,1.24% 1.11%,0.12%,-1.76%,78.21%,0.56%,4.60%,15221.82%,11.08%,71.42%,34.18%,9.74%,-0.42%,0.78%,12.32%,"

",1.77B,1.77B,1.04%,2.85,18.30M,267.47 -4.12%,190.75 34.45%,2.04%,1.93%,5.70,50.20,0.23,0.74,6.41M,"4,729,810",0.38%,5.16%,12.86%,11.45%,12.24%,20.40%,73.05%,129.76%,299.97%,1.62,278.92,260.21,256.46,-1.44%,ABBV
Oracle Corp,Technology,Software - Infrastructure,USA,Mega,NYSE,S&P 500,457.36B,598.40B,16.98B,67.36B,13.04,11.07,1.94 (1.22%),2.00 (1.26%),"Jul 10, 2026",13.72% 13.97%,34.31%,141000,"Mar 12, 1986",27.26,14.44,0.55,6.79,12.18,14.34,-,18.85,8.88,1.12,1.12,3.94,3.67,Yes / Yes,5.82,11.00,1.74,5.76%,36.26%,26.23%,23.77% 5.08%,10.48% 10.72%,32.98%,17.35%,21.36%,20.63%,Sep 10 AMC,7.44% 0.44%,40.48%,-0.04%,46.17%,3.74%,7.95%,54.28%,8.60%,63.34%,33.32%,25.21%,7.06%,13.55%,-5.93%,"

",2.88B,1.71B,2.79%,1.52,47.77M,345.72 -54.07%,114.50 38.67%,4.17%,3.98%,6.77,60.94,1.76,0.84,31.39M,"26,511,525",5.26%,10.67%,-25.69%,3.80%,-18.54%,-28.80%,31.30%,76.42%,284.92%,1.60,247.16,154.04,158.78,3.08%,ORCL
