Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROIC,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Shopify Inc,Technology,Software - Application,Canada,NASD,NDX,85.46,1.24,6.39%,1.22B,-7.15%,137.48B,59.22,1.79,0.00%,1.21B,-2.87%,1.61B,3.48,0.29,66.43%,2.24%,4.36%,9.38B,14.66,10.63%,1.97%,2.08,-7.55%,8.52,12.44,28.38%,13.14%,27.20M,56.62%,4.25,24.93,24.58%,16.15%,48.56,129.38,-0.34%,0.83 (0.79%),81.09,-,14.31%,-18.09%,2.63,-,3.71,41.27%,49.87%,118.22%,4.27,-,3.71,857.29%,15.53%,50.59,2.71%,2.88%,8100,0.10,26.52%,17.17%,1.83,113.49,Yes / Yes,0.02,-148.23%,0.00%,0.46,106.53,1.12%,-2.11%,26.81%,May 08 BMO,13.09M,105.97,-0.74%,6.44%,7.36%,"

","5,954,832",-0.53%,SHOP
Steven Madden Ltd,Consumer Cyclical,Footwear & Accessories,USA,NASD,RUT,10.02,2.32,2.30%,72.58M,-5.30%,1.69B,11.96,1.94,0.29%,70.96M,-9.78%,165.88M,-,0.18,104.57%,5.18%,-8.89%,2.28B,0.74,-48.19%,3.03%,1.88,-46.76%,12.06,1.93,40.53%,12.15%,3.67M,-46.81%,2.03,11.47,-5.99%,19.51%,19.05,50.01,-45.32%,0.87 (3.73%),10.35,6.86%,16.65%,-53.51%,1.13,0.84 (3.61%),1.64,5.02%,40.09%,22.05%,1.05,"Jun 09, 2025",2.25,-4.71%,9.80%,43.62,4.31%,3.46%,4800,0.19,10.17%,7.27%,2.20,27.62,Yes / Yes,0.14,-5.66%,35.69%,0.39,23.50,-1.01%,32.51%,0.21%,May 07 BMO,1.95M,23.25,-5.92%,0.02%,-35.86%,"

","768,029",-1.06%,SHOO
Sunstone Hotel Investors Inc,Real Estate,REIT - Hotel & Motel,USA,NYSE,RUT,89.97,0.10,1.26%,200.37M,-2.25%,1.73B,44.42,0.20,0.00%,196.35M,-2.03%,19.72M,-,0.09,103.75%,7.05%,-11.85%,922.71M,1.87,-2.10%,-0.54%,5.19,-28.75%,8.96,0.97,42.90%,1.13%,13.84M,-12.65%,0.75,11.63,-,1.66%,7.45,12.41,-26.52%,0.36 (4.15%),287.39,-24.01%,0.67%,-29.90%,1.29,0.36 (4.14%),1.51,-4.07%,19.51%,16.78%,0.28,"Jun 30, 2025",1.51,-89.21%,8.16%,47.56,2.82%,1.92%,36,0.41,-3.90%,2.14%,2.30,9.85,Yes / Yes,0.41,-86.24%,248.18%,0.91,8.70,-1.00%,108.33%,7.78%,May 06 BMO,2.67M,8.70,-1.30%,1.30%,-14.61%,"

","2,433,047",0.00%,SHO
Shinhan Financial Group Co. Ltd. ADR,Financial,Banks - Regional,South Korea,NYSE,-,6.80,6.33,0.04%,492.94M,-1.01%,20.89B,5.74,7.50,0.00%,485.16M,13.08%,3.18B,0.67,1.97,4.75%,0.03%,31.17%,27.67B,0.76,15.13%,-0.10%,0.71,23.25%,71.39,0.60,6.46%,0.62%,0.14M,26.62%,-,-,10.13%,8.79%,28.76,46.05,30.93%,1.60 (3.73%),2.04,0.62%,3.82%,-6.51%,0.90,1.16 (2.68%),-,3.48%,-,49.69%,0.90,"May 02, 2025",0.21,4.50%,16.21%,62.49,2.04%,2.11%,-,2.81,-3.37%,11.49%,1.25,49.87,Yes / Yes,1.36,6.27%,20.85%,0.85,43.49,0.92%,7.38%,-8.59%,Apr 29 AMC,200.32K,43.05,2.19%,13.71%,15.92%,"

","169,281",-1.01%,SHG
Shell Plc ADR,Energy,Oil & Gas Integrated,United Kingdom,NYSE,-,16.66,4.32,0.01%,3.00B,1.38%,213.16B,10.46,6.89,0.00%,2.96B,7.99%,13.52B,5.86,1.48,13.11%,0.33%,0.67%,282.12B,0.76,-15.40%,-5.93%,1.98,13.31%,59.45,1.21,8.24%,3.42%,9.91M,4.35%,12.03,5.99,2.84%,7.40%,58.54,74.46,14.92%,2.83 (3.93%),7.32,5.38%,5.54%,-3.30%,0.37,2.81 (3.90%),1.08,-4.24%,16.96%,22.98%,1.09,"May 16, 2025",1.32,-20.13%,12.22%,68.14,1.45%,1.03%,104000,0.43,-2.62%,4.79%,1.45,78.47,Yes / Yes,0.36,-30.59%,54.41%,0.84,72.33,-5.66%,12.99%,-2.26%,May 02 BMO,5.00M,72.00,5.02%,8.48%,8.10%,"

","4,223,625",-0.46%,SHEL
Soho House & Co Inc,Consumer Cyclical,Lodging,United Kingdom,NYSE,-,-,-0.60,77.42%,53.00M,2.84%,1.34B,-,-0.20,-0.02%,43.92M,3.93%,-117.21M,-,-0.07,17.17%,5.47%,-5.36%,1.23B,1.09,88.69%,11.27%,8.73,38.71%,-1.75,-,-105.26%,-4.68%,2.40M,31.05%,0.80,8.65,-,-,4.43,8.47,-7.65%,-,28.81,-6.07%,-6.05%,-18.77%,0.62,-,0.70,13.40%,15.73%,55.30%,0.27,-,0.83,20.45%,1.31%,60.74,3.52%,2.30%,8038,-,7.27%,-9.55%,1.00,9.00,Yes / Yes,-,117.64%,-,0.65,6.94,0.21%,136.36%,7.49%,May 09 BMO,275.31K,6.88,5.68%,12.61%,11.93%,"

","177,764",-0.86%,SHCO
Sotera Health Co,Healthcare,Diagnostics & Research,USA,NASD,-,126.33,0.09,48.35%,283.86M,-9.29%,3.11B,12.85,0.85,0.00%,146.62M,-14.13%,24.79M,11.94,0.17,49.95%,8.50%,-10.62%,1.11B,2.81,6.82%,5.11%,9.59,-16.81%,1.46,7.50,13.83%,0.81%,12.46M,-5.61%,1.08,10.15,10.58%,5.88%,9.53,17.08,-20.03%,-,28.98,-,0.91%,-35.95%,1.87,-,2.16,7.17%,49.60%,14.80%,0.38,-,2.46,-54.72%,31.59%,28.75,1.51%,1.61%,3000,5.67,2.78%,2.24%,2.00,14.83,Yes / Yes,5.61,-310.81%,0.00%,1.15,10.95,3.54%,14.94%,2.56%,May 01 BMO,1.30M,10.94,-9.00%,-7.84%,-18.71%,"

","1,496,840",-0.09%,SHC
Shake Shack Inc,Consumer Cyclical,Restaurants,USA,NYSE,RUT,447.34,0.29,4.83%,40.22M,0.67%,5.48B,77.69,1.65,-1.18%,38.28M,9.51%,12.41M,14.80,0.36,103.47%,13.75%,43.21%,1.28B,4.27,43.03%,4.70%,3.61,-2.33%,11.77,10.92,25.72%,0.74%,5.26M,44.40%,7.33,17.52,30.23%,2.70%,72.93,139.89,-0.99%,-,137.40,-17.79%,1.00%,-8.13%,1.78,-,1.88,16.07%,16.12%,76.22%,4.34,-,1.91,-47.47%,4.35%,62.97,3.14%,2.50%,12826,1.76,14.07%,0.97%,2.38,114.62,Yes / Yes,1.63,105.26%,0.00%,1.08,125.21,-2.04%,-13.58%,10.46%,May 01 BMO,1.46M,128.52,2.44%,19.64%,15.34%,"

","1,572,146",2.64%,SHAK
Surgery Partners Inc,Healthcare,Medical Care Facilities,USA,NASD,RUT,-,-1.53,40.82%,128.19M,-14.39%,2.54B,16.26,1.22,-0.26%,75.85M,-15.95%,-193.40M,-,0.16,71.25%,12.35%,-18.58%,3.17B,0.80,9.74%,-1.62%,8.20,-2.58%,13.58,1.46,19.55%,-2.59%,9.36M,-20.66%,1.79,11.09,13.35%,-10.43%,19.50,33.97,-6.31%,-,14.67,10.25%,-3.54%,-41.61%,1.94,-,1.73,11.20%,18.82%,1.72%,0.79,-,1.89,-30732.00%,14.36%,26.94,6.45%,3.20%,15000,2.22,13.54%,-6.10%,1.50,31.36,Yes / Yes,2.14,-202.64%,-,2.25,20.33,-0.17%,-39.49%,8.17%,May 12 BMO,1.14M,19.83,-12.91%,-11.33%,-20.52%,"

","2,576,624",-2.43%,SGRY
Somnigroup International Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,NYSE,-,41.70,1.56,3.88%,208.60M,-0.20%,13.55B,21.30,3.05,-1.61%,200.50M,-1.78%,274.90M,3.44,0.52,105.28%,8.79%,15.62%,5.35B,2.54,-2.75%,39.08%,4.87,12.31%,13.14,4.94,23.03%,3.45%,17.63M,34.45%,0.53,122.00,12.11%,17.92%,45.04,69.87,14.62%,0.60 (0.93%),24.51,5.59%,2.99%,-7.00%,1.28,0.56 (0.86%),0.44,6.04%,44.27%,44.27%,1.55,"May 22, 2025",0.84,-22.99%,13.22%,53.12,1.68%,1.57%,20000,2.53,8.96%,5.14%,1.73,70.00,Yes / Yes,2.35,-139.62%,24.11%,0.59,64.12,-1.81%,4.84%,34.92%,May 08 BMO,3.62M,64.98,0.04%,3.51%,12.30%,"

","2,119,974",1.34%,SGI
Super Group (SGHC) Limited,Consumer Cyclical,Gambling,United Kingdom,NYSE,RUT,35.42,0.28,69.47%,501.43M,5.05%,4.90B,14.69,0.67,0.00%,153.10M,15.06%,139.17M,0.73,0.14,8.76%,2.14%,40.72%,1.97B,2.49,129.62%,0.11%,3.29,48.31%,1.15,8.53,18.58%,12.59%,3.27M,198.83%,0.78,12.58,48.65%,21.19%,2.84,9.96,56.98%,-,-,-46.71%,18.07%,-1.81%,1.03,0.14 (1.41%),1.25,15.40%,23.15%,244.01%,0.29,"Jun 23, 2025",1.42,281.38%,14.09%,71.66,2.41%,1.99%,3300,0.11,22.80%,7.08%,1.00,11.77,Yes / Yes,0.11,38.20%,102.54%,0.82,9.74,5.09%,8.85%,32.19%,May 08 AMC,993.97K,9.78,8.35%,16.19%,51.54%,"

","817,529",0.41%,SGHC
Sweetgreen Inc,Consumer Cyclical,Restaurants,USA,NYSE,RUT,-,-0.77,13.11%,105.76M,-6.11%,1.45B,-,-0.40,-0.38%,102.25M,-13.75%,-89.34M,-,-0.08,96.56%,16.38%,-48.62%,685.28M,2.11,31.00%,-0.42%,3.50,-64.34%,3.68,3.34,26.04%,-10.66%,16.75M,-61.03%,1.56,7.87,34.12%,-19.79%,12.16,45.12,-61.67%,-,-,-4.72%,-12.33%,-72.76%,2.06,-,1.95,19.81%,9.64%,1.07%,0.97,-,1.97,18.05%,-12.45%,33.89,2.81%,4.54%,6407,0.76,11.10%,-13.04%,1.86,22.92,Yes / Yes,0.67,7.70%,-,0.83,12.23,0.73%,-3.45%,5.36%,May 08 AMC,4.79M,12.29,-7.30%,-24.53%,-56.61%,"

","3,980,946",0.49%,SG
Simmons First National Corp,Financial,Banks - Regional,USA,NASD,RUT,15.70,1.16,1.81%,125.93M,-4.36%,2.29B,9.75,1.87,0.00%,123.67M,-8.54%,146.21M,-,0.39,73.06%,2.12%,-11.91%,1.45B,1.58,8.75%,0.37%,4.16,-23.43%,28.04,0.65,21.74%,0.54%,2.62M,11.93%,-,-,-,4.20%,16.29,25.95,-17.94%,0.85 (4.68%),6.45,-12.84%,3.02%,-29.87%,0.95,0.84 (4.64%),-,9.07%,-,11.72%,0.45,"Jun 13, 2025",0.17,-12.82%,10.82%,38.71,1.66%,1.64%,2946,0.39,2.91%,10.10%,2.67,21.60,Yes / Yes,0.37,-17.10%,69.38%,1.09,18.15,0.24%,-26.41%,-3.24%,Apr 16 AMC,628.67K,18.20,-2.91%,-3.20%,-14.93%,"

","688,039",0.28%,SFNC
Sprouts Farmers Market Inc,Consumer Defensive,Grocery Stores,USA,NASD,RUT,36.44,4.44,0.51%,98.19M,1.23%,15.84B,28.12,5.76,-32.29%,97.36M,-4.19%,446.53M,1.84,1.23,98.55%,7.59%,14.94%,8.07B,1.96,35.95%,-0.03%,4.35,9.52%,13.12,12.34,12.89%,12.39%,7.39M,114.16%,2.94,55.04,19.84%,35.74%,76.31,182.00,27.38%,-,32.59,24.61%,15.66%,-11.07%,0.81,-,0.51,6.50%,36.79%,112.11%,5.66,-,0.95,53.77%,7.37%,46.73,0.60%,1.99%,35000,1.33,15.51%,5.53%,2.28,184.29,Yes / Yes,1.21,61.42%,0.00%,0.78,161.21,1.39%,16.83%,18.72%,Apr 30 AMC,1.70M,161.86,-2.29%,-1.46%,13.13%,"

","1,322,528",0.40%,SFM
SFL Corporation Ltd,Industrials,Marine Shipping,Bermuda,NYSE,RUT,21.45,0.41,28.16%,133.47M,-0.34%,1.29B,33.55,0.27,0.00%,104.34M,2.18%,53.48M,-,-0.05,31.33%,4.03%,3.98%,862.08M,1.50,-97.08%,-1.72%,3.48,-11.72%,7.88,1.13,783.33%,1.37%,4.21M,-32.14%,1.22,7.27,-,5.09%,6.78,14.14,-13.01%,1.08 (12.15%),-,3.93%,1.62%,-37.11%,0.56,1.08 (12.15%),0.45,14.54%,32.60%,31.12%,0.25,"Jun 12, 2025",0.45,-57.55%,30.24%,61.27,0.67%,1.58%,24,2.73,6.68%,6.20%,1.67,11.40,Yes / Yes,2.14,-,106.47%,1.33,8.80,1.63%,200.62%,-18.48%,May 14 BMO,1.21M,8.89,2.92%,6.91%,-9.04%,"

","1,609,114",1.02%,SFL
"Smithfield Foods, Inc",Consumer Defensive,Packaged Foods,USA,NASD,-,-,-,93.77%,393.11M,-1.00%,9.19B,10.17,2.30,-3.22%,24.49M,1.28%,-,-,0.57,6.57%,4.61%,18.17%,-,-,22.30%,25.96%,1.65,-,15.84,1.48,-0.05%,-,1.13M,-,2.36,9.90,7.84%,-,18.43,24.07,18.35%,0.89 (3.82%),-,-,-,-2.89%,-,0.50 (2.14%),1.40,-,-,26.83%,0.51,"May 15, 2025",3.11,-,-,55.43,1.62%,1.11%,34000,0.38,-,-,1.38,28.11,Yes / Yes,0.37,-,-,0.74,23.37,3.83%,21.04%,-,Apr 29 BMO,684.57K,23.38,0.46%,5.71%,9.87%,"

","509,863",0.02%,SFD
ServisFirst Bancshares Inc,Financial,Banks - Regional,USA,NYSE,RUT,16.44,4.40,7.35%,54.60M,-3.37%,3.95B,12.36,5.85,-0.49%,50.60M,-5.55%,240.38M,-,1.21,74.55%,7.13%,-13.02%,994.83M,3.97,19.46%,1.41%,16.91,-22.24%,30.56,2.37,17.16%,1.40%,3.61M,22.22%,-,-,-,15.30%,58.51,101.37,-14.66%,1.32 (1.83%),16.30,8.57%,13.70%,-28.66%,0.85,1.27 (1.76%),-,18.82%,-,23.60%,1.74,"Jul 01, 2025",0.55,20.64%,29.90%,42.02,1.23%,1.53%,630,1.47,11.59%,24.16%,3.00,82.00,Yes / Yes,0.05,26.25%,29.69%,0.97,71.88,-1.69%,-1.97%,5.88%,Apr 21 AMC,213.26K,72.32,-2.19%,-1.27%,-12.91%,"

","205,917",0.61%,SFBS
Stifel Financial Corp,Financial,Capital Markets,USA,NYSE,-,18.53,5.25,3.30%,103.08M,0.56%,9.99B,11.03,8.82,-0.67%,99.33M,-1.29%,583.51M,1.23,1.67,87.81%,2.29%,-1.48%,6.00B,1.66,0.21%,2.18%,2.71,-12.08%,47.08,2.06,29.20%,1.58%,2.27M,23.71%,26.81,3.63,15.04%,11.48%,73.27,120.64,-8.35%,1.84 (1.89%),9.56,42.35%,8.36%,-19.41%,1.08,1.76 (1.81%),1.69,44.71%,83.33%,32.69%,2.40,"Jun 02, 2025",1.69,20.21%,15.55%,57.05,1.95%,1.43%,9000,0.40,12.85%,9.72%,2.25,102.43,Yes / Yes,0.26,-71.86%,26.86%,0.79,95.97,-1.34%,0.43%,3.51%,Apr 23 BMO,839.23K,97.22,2.02%,6.46%,-3.07%,"

","661,627",1.30%,SF
Sezzle Inc,Financial,Credit Services,USA,NASD,RUT,48.34,2.96,50.92%,33.97M,9.02%,4.76B,33.65,4.25,-3.52%,16.34M,44.84%,106.68M,1.10,0.58,27.22%,18.33%,272.94%,329.06M,14.47,76.85%,16.78%,2.83,177.72%,3.70,38.63,30.37%,43.21%,3.00M,956.09%,3.12,45.85,44.14%,137.28%,11.67,152.10,235.49%,-,77.83,-,54.31%,-5.96%,9.12,-,2.62,76.56%,66.06%,1125.97%,9.06,-,2.62,702.31%,35.95%,73.39,6.06%,4.24%,408,0.56,91.69%,32.42%,1.00,116.33,Yes / Yes,0.56,346.54%,0.00%,0.75,143.87,61.99%,389.72%,123.32%,May 07 AMC,1.06M,143.03,17.28%,69.99%,173.31%,"

","790,491",-0.58%,SEZL
SEMrush Holdings Inc,Technology,Software - Application,USA,NYSE,RUT,192.90,0.05,73.55%,126.63M,-7.05%,1.33B,19.68,0.46,-2.89%,39.19M,-16.17%,6.95M,5.27,0.08,27.50%,8.90%,-9.49%,396.02M,3.36,40.50%,5.08%,4.88,-32.56%,1.82,4.93,30.74%,1.83%,3.49M,-34.86%,1.77,5.08,36.61%,2.81%,7.90,18.74,-24.49%,-,26.29,-,2.51%,-52.13%,1.71,-,2.27,32.55%,82.15%,13.54%,0.39,-,2.27,-47.45%,2.09%,35.71,3.07%,3.48%,1561,0.05,22.75%,1.75%,1.29,15.00,Yes / Yes,0.03,-61.38%,0.00%,0.91,9.18,0.56%,-4.09%,22.38%,May 07 AMC,714.77K,8.97,-7.96%,-8.93%,-28.64%,"

","653,175",-2.29%,SEMR
Select Medical Holdings Corporation,Healthcare,Medical Care Facilities,USA,NYSE,RUT,11.10,1.34,14.55%,128.31M,-1.39%,1.92B,11.38,1.31,-1.08%,109.84M,-1.84%,168.35M,0.65,0.24,84.98%,3.95%,-12.13%,6.19B,0.31,16.85%,2.42%,3.48,-23.41%,13.40,1.11,19.37%,2.36%,4.33M,-18.08%,0.41,36.04,17.07%,10.38%,14.03,22.07,-20.85%,0.25 (1.68%),5.34,8.51%,3.94%,-32.40%,1.35,0.26 (1.74%),1.16,-1.00%,10.37%,6.34%,0.52,"May 15, 2025",1.16,-36.22%,6.99%,44.67,2.07%,1.75%,44100,1.62,-8.86%,2.72%,1.33,20.50,Yes / Yes,1.49,-41.71%,30.18%,1.35,14.73,-2.66%,-1.54%,-24.35%,May 01 AMC,1.25M,14.92,-0.96%,-4.52%,-16.99%,"

","1,684,452",1.29%,SEM
SEI Investments Co,Financial,Asset Management,USA,NASD,-,18.11,4.59,24.62%,124.78M,0.11%,10.36B,16.39,5.08,-1.26%,93.84M,-2.72%,601.31M,2.07,1.15,76.49%,3.01%,9.40%,2.17B,4.78,6.45%,2.53%,2.85,-3.04%,18.09,4.60,8.17%,23.42%,2.83M,29.16%,5.96,13.96,8.76%,26.62%,62.38,87.25,0.90%,1.00 (1.20%),16.48,6.39%,26.39%,-4.62%,0.91,0.98 (1.18%),5.66,5.19%,86.04%,33.41%,1.55,"Jun 09, 2025",5.66,26.56%,26.96%,49.36,1.25%,1.10%,5098,0.01,10.23%,27.76%,2.29,85.60,Yes / Yes,0.01,18.24%,21.53%,1.35,83.55,0.67%,4.31%,7.57%,Apr 23 AMC,991.15K,83.22,-1.47%,3.46%,6.34%,"

","1,335,844",-0.39%,SEIC
Solaris Energy Infrastructure Inc,Energy,Oil & Gas Equipment & Services,USA,NYSE,RUT,58.65,0.49,33.64%,38.44M,9.48%,1.96B,20.03,1.45,-14.72%,26.81M,32.80%,15.51M,0.60,0.22,104.53%,26.92%,19.30%,371.53M,5.27,59.44%,13.75%,4.65,3.42%,9.40,3.08,81.59%,1.95%,7.22M,255.71%,0.25,117.11,98.27%,5.52%,8.10,39.03,0.73%,0.48 (1.66%),-,-21.42%,2.30%,-25.71%,1.11,0.48 (1.66%),1.52,5.31%,27.30%,257.90%,1.84,"Jun 03, 2025",1.67,-27.16%,15.48%,59.59,3.32%,6.08%,364,0.91,33.59%,4.17%,1.17,43.45,Yes / Yes,0.87,-0.92%,95.01%,1.50,29.25,11.15%,-1.69%,86.08%,Apr 28 AMC,1.55M,28.99,5.60%,24.29%,30.07%,"

","2,334,790",-0.89%,SEI
Sealed Air Corp,Consumer Cyclical,Packaging & Containers,USA,NYSE,-,14.71,2.07,1.73%,146.93M,-5.64%,4.48B,9.19,3.31,0.04%,144.51M,-5.61%,303.00M,3.30,0.72,98.00%,3.91%,2.15%,5.34B,0.84,-0.99%,5.71%,3.08,-15.29%,5.43,5.61,6.62%,4.25%,5.65M,-16.80%,2.28,13.36,4.46%,43.40%,22.78,38.85,-9.96%,0.69 (2.25%),10.72,-0.46%,5.99%,-21.59%,1.38,0.80 (2.63%),0.76,2.39%,29.03%,33.71%,0.78,"Jun 13, 2025",1.26,-16.55%,14.76%,42.65,2.51%,1.68%,16400,5.64,-2.45%,5.68%,1.88,36.73,Yes / Yes,5.34,38.82%,43.34%,0.72,30.90,0.48%,20.55%,-4.29%,May 06 BMO,1.84M,30.46,-4.77%,2.01%,-7.74%,"

","1,322,900",-1.42%,SEE
Seaboard Corp,Industrials,Conglomerates,USA,AMEX,-,27.65,100.92,73.55%,0.97M,2.91%,2.71B,-,-,0.00%,0.26M,11.22%,98.00M,-,-,23.36%,2.74%,2.86%,9.22B,0.29,-,2.41%,3.79,9.50%,4886.44,0.57,-,1.29%,0.01M,-9.79%,1148.24,2.43,-,2.09%,2365.00,3300.00,14.83%,-,-,-18.12%,1.64%,-15.45%,0.13,9.00 (0.32%),1.46,5.88%,7.18%,17.97%,73.01,"May 08, 2025",2.52,-58.07%,2.66%,62.11,2.07%,1.91%,14000,0.37,-0.31%,1.06%,-,-,No / Yes,0.26,45.45%,9.93%,1.48,2706.69,-,-,5.71%,Apr 28 AMC,1.88K,2790.08,3.56%,7.05%,2.65%,"

","2,775",3.08%,SEB
Sea Ltd ADR,Consumer Cyclical,Internet Retail,Singapore,NYSE,-,109.49,1.42,1.47%,546.49M,0.81%,85.08B,29.67,5.25,0.00%,538.45M,-4.32%,869.99M,2.20,0.77,64.43%,3.35%,23.42%,17.92B,4.75,83.71%,3.77%,3.65,33.67%,15.14,10.28,48.47%,4.05%,18.05M,109.20%,18.73,8.31,49.67%,11.13%,55.00,172.65,46.74%,-,-,-,7.54%,-9.82%,1.63,-,1.49,50.49%,44.00%,183.07%,5.00,-,1.51,1995.22%,4.88%,49.09,1.55%,1.86%,80700,0.46,30.18%,4.86%,1.59,178.84,Yes / Yes,0.29,1632.37%,0.00%,0.56,157.27,-1.46%,12.43%,29.77%,May 13 BMO,4.95M,155.69,-3.62%,7.00%,30.83%,"

","2,757,891",-1.00%,SE
Seadrill Ltd,Energy,Oil & Gas Drilling,Bermuda,NYSE,RUT,5.33,5.34,4.86%,68.83M,1.39%,1.76B,12.55,2.27,0.00%,65.49M,19.32%,372.00M,-,0.72,96.13%,8.06%,13.74%,1.35B,1.30,-83.44%,1.60%,5.17,-25.57%,46.78,0.61,114.97%,9.09%,5.28M,-39.91%,6.94,4.10,-11.83%,12.75%,17.74,56.46,-26.87%,0.37 (1.30%),-,-,10.55%,-49.57%,-,-,1.81,-0.04%,17.96%,60.48%,1.23,-,1.81,32.51%,10.20%,69.34,1.77%,2.70%,3300,0.21,-15.60%,27.49%,1.25,39.09,Yes / Yes,0.21,-127.76%,0.00%,1.59,28.56,0.67%,-157.34%,-8.72%,May 12 BMO,1.02M,28.47,10.93%,22.08%,-11.81%,"

","1,621,241",-0.32%,SDRL
Schrodinger Inc,Healthcare,Health Information Services,USA,NASD,RUT,-,-2.64,14.96%,64.18M,-21.13%,1.54B,-,-2.07,-0.28%,62.40M,-10.65%,-192.21M,-,-0.83,91.77%,17.13%,-7.15%,230.49M,6.70,-1.92%,6.74%,8.37,1.06%,5.09,4.13,21.09%,-25.96%,10.69M,2.04%,6.98,3.02,19.21%,-43.33%,16.60,28.47,9.12%,-,69.70,-45.98%,-40.64%,-26.06%,1.62,-,3.45,19.39%,62.04%,26.79%,1.39,-,3.45,-32.89%,-83.63%,39.94,3.05%,4.59%,891,0.31,22.29%,-83.39%,1.44,31.78,Yes / Yes,0.27,-8.14%,-,0.92,20.88,9.04%,-12.96%,62.72%,May 07 AMC,1.28M,21.05,-6.79%,-10.69%,-1.70%,"

","1,168,852",0.81%,SDGR
"Steelcase, Inc",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,NYSE,RUT,10.14,1.01,25.74%,94.09M,-2.66%,1.18B,7.98,1.28,-0.04%,85.45M,-1.16%,116.80M,-,0.14,74.40%,2.66%,-7.50%,3.17B,0.37,-4.24%,8.28%,2.95,-21.37%,8.37,1.22,19.58%,5.11%,2.28M,-17.50%,3.37,3.03,-,12.70%,9.31,14.74,-13.45%,0.40 (3.91%),11.61,-9.38%,7.72%,-30.60%,1.13,0.40 (3.91%),1.17,-3.19%,33.38%,9.82%,0.28,"Apr 07, 2025",1.54,60.93%,5.33%,47.19,2.38%,1.93%,11300,0.63,0.20%,3.69%,1.00,16.50,Yes / Yes,0.59,31.69%,39.42%,1.12,10.18,0.82%,26.83%,1.65%,Jun 25 AMC,772.08K,10.23,-1.03%,0.31%,-13.40%,"

","868,318",0.49%,SCS
Stepan Co,Basic Materials,Specialty Chemicals,USA,NYSE,RUT,22.12,2.45,5.28%,22.58M,-4.05%,1.22B,12.90,4.21,0.04%,21.39M,-2.45%,56.19M,-,0.90,84.03%,1.81%,-7.49%,2.22B,0.55,44.55%,-0.34%,2.79,-26.26%,53.17,1.02,32.23%,2.36%,0.39M,-35.50%,4.76,11.39,-,4.65%,44.23,94.76,-16.17%,1.56 (2.88%),591.62,-13.06%,3.54%,-42.76%,1.01,1.53 (2.82%),0.79,3.24%,12.48%,22.63%,1.52,"May 30, 2025",1.21,47.70%,3.54%,48.37,1.56%,2.00%,2396,0.61,-0.16%,2.53%,2.50,85.00,Yes / Yes,0.32,42.24%,68.74%,0.58,54.06,5.51%,40.94%,7.59%,Apr 29 BMO,138.88K,54.24,-1.20%,2.89%,-15.70%,"

","81,044",0.33%,SCL
Service Corp. International,Consumer Cyclical,Personal Services,USA,NYSE,-,21.57,3.63,2.92%,143.27M,-1.42%,11.15B,18.76,4.17,-1.47%,138.20M,0.19%,530.23M,2.03,0.85,89.35%,3.87%,-1.24%,4.22B,2.64,7.22%,-4.35%,4.45,-8.81%,11.52,6.79,10.29%,3.12%,5.35M,8.07%,1.65,47.37,10.65%,32.71%,68.84,89.37,-1.90%,2.44 (3.11%),17.43,12.14%,8.30%,-12.39%,0.94,1.24 (1.58%),0.46,5.32%,26.28%,13.74%,1.35,"Jun 13, 2025",0.51,4.07%,22.90%,50.46,1.10%,0.81%,24953,2.92,2.40%,12.58%,1.33,89.80,Yes / Yes,2.87,10.78%,33.96%,0.71,77.90,1.25%,5.73%,2.75%,Apr 30 AMC,1.20M,78.30,0.08%,0.83%,-1.48%,"

","854,038",0.51%,SCI
