Company,Sector,Industry,Country,Cap,Exchange,Index,Market Cap,Enterprise Value,Income,Sales,Book/sh,Cash/sh,Dividend Est.,Dividend TTM,Dividend Ex-Date,Dividend Gr. 3/5Y,Payout,Employees,IPO,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,EV/EBITDA,EV/Sales,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,Option/Short,EPS (ttm),EPS next Y,EPS next Q,EPS this Y,EPS next Y Percentage,EPS next 5Y,EPS past 3/5Y,Sales past 3/5Y,EPS Y/Y TTM,Sales Y/Y TTM,EPS Q/Q,Sales Q/Q,Earnings,EPS/Sales Surpr.,Insider Own,Insider Trans,Inst Own,Inst Trans,ROA,ROE,ROIC,Gross Margin,Oper. Margin,Profit Margin,SMA20,SMA50,SMA200,Trades,Shs Outstand,Shs Float,Short Float,Short Ratio,Short Interest,52W High,52W Low,Volatility W,Volatility M,ATR (14),RSI (14),Beta,Rel Volume,Avg Volume,Volume,Perf Week,Perf Month,Perf Quarter,Perf Half Y,Perf YTD,Perf Year,Perf 3Y,Perf 5Y,Perf 10Y,Recom,Target Price,Prev Close,Price,Change %,Ticker
Tesla Inc,Consumer Cyclical,Auto Manufacturers,USA,Mega,NASD,"NDX, S&P 500",1340.08B,1312.80B,3.81B,103.62B,21.99,11.15,-,-,-,- -,0.00%,134785,"Jun 29, 2010",315.25,151.41,6.40,12.93,15.43,30.44,232.57,116.70,12.67,1.55,1.94,0.19,0.16,Yes / Yes,1.08,2.24,0.46,1.47%,33.04%,23.67%,-33.28% 38.32%,5.19% 24.63%,-37.64%,11.75%,-5.50%,25.52%,Jul 22 AMC,-38.12% 6.86%,28.56%,-0.01%,43.40%,0.63%,2.75%,4.64%,3.79%,18.85%,4.61%,3.67%,3.56%,-8.17%,-16.32%,"

",3.95B,2.82B,2.43%,1.59,68.50M,498.83 -31.98%,297.38 14.10%,3.57%,3.75%,13.46,47.44,1.83,0.60,43.06M,"26,037,093",2.54%,-10.91%,-19.64%,-18.72%,-24.55%,2.64%,54.78%,52.90%,2179.84%,2.45,374.27,342.27,339.30,-0.87%,TSLA
Lilly(Eli) & Co,Healthcare,Drug Manufacturers - General,USA,Mega,NYSE,S&P 500,1113.78B,1159.73B,26.71B,79.67B,35.98,9.51,6.83 (0.58%),6.69 (0.57%),"Aug 14, 2026",15.24% 15.18%,26.14%,50000,"Jul 09, 1970",40.20,25.34,0.84,13.98,32.88,124.44,61.23,27.81,14.56,1.00,1.35,1.62,1.41,Yes / Yes,29.43,46.69,9.85,50.34%,28.28%,30.30%,49.25% 27.59%,31.69% 21.58%,95.08%,49.58%,26.20%,47.67%,Aug 05 BMO,30.92% 10.33%,9.88%,-0.03%,75.22%,-0.40%,21.96%,102.43%,32.68%,83.40%,49.72%,33.53%,-0.06%,1.06%,13.22%,"

",941.50M,848.32M,1.07%,3.05,9.12M,1249.45 -5.31%,685.15 72.69%,2.71%,3.15%,40.09,50.62,0.50,0.60,2.99M,"1,807,201",-3.96%,0.34%,17.74%,13.77%,10.09%,68.73%,120.06%,333.85%,1376.92%,1.59,1345.81,1180.16,1183.16,0.25%,LLY
Micron Technology Inc,Technology,Semiconductors,USA,Mega,NASD,"NDX, S&P 500",1142.66B,1122.99B,50.47B,90.27B,89.22,23.06,0.58 (0.06%),0.53 (0.05%),"Jul 06, 2026",2.27% -,6.06%,53000,"Jun 01, 1984",22.90,6.55,0.04,12.66,11.34,43.87,43.66,16.43,12.44,2.98,3.42,0.06,0.06,Yes / Yes,44.17,154.52,31.15,783.11%,111.06%,172.75%,-0.66% 26.19%,6.71% 11.76%,701.44%,166.98%,1372.09%,345.72%,Jun 24 AMC,20.36% 15.44%,0.33%,-5.50%,80.26%,-2.23%,47.50%,66.64%,47.38%,72.60%,65.75%,55.91%,12.75%,5.28%,81.79%,"

",1.13B,1.13B,2.66%,0.60,29.89M,1255.00 -19.38%,113.46 791.72%,4.60%,7.13%,72.16,59.53,2.23,0.67,50.03M,"33,430,506",17.51%,19.18%,39.62%,145.77%,254.49%,737.06%,1491.80%,1329.43%,6419.01%,1.27,1565.79,971.66,1011.75,4.13%,MU
JPMorgan Chase & Co,Financial,Banks - Diversified,USA,Mega,NYSE,"DJIA, S&P 500",959.50B,-,63.63B,297.51B,133.01,-,6.39 (1.77%),6.00 (1.66%),"Jul 06, 2026",13.19% 10.01%,28.97%,318512,"Mar 05, 1969",15.46,14.37,1.34,3.23,2.71,-,6.24,-,-,-,1.15,3.41,1.33,Yes / Yes,23.34,25.12,5.84,24.01%,1.19%,10.76%,18.32% 17.66%,21.00% 17.27%,19.76%,8.20%,47.08%,18.21%,Jul 14 BMO,37.84% 13.06%,0.44%,-2.93%,75.48%,-0.52%,1.35%,17.71%,7.41%,-,28.36%,21.39%,1.47%,6.05%,14.54%,"

",2.66B,2.65B,1.07%,3.16,28.24M,366.50 -1.51%,279.10 29.33%,1.30%,1.71%,6.22,62.14,0.97,0.59,8.93M,"5,282,622",0.33%,5.82%,21.20%,19.31%,12.02%,24.26%,142.86%,129.90%,447.82%,2.03,376.35,362.84,360.96,-0.52%,JPM
Walmart Inc,Consumer Defensive,Discount Stores,USA,Mega,NASD,"DJIA, NDX, S&P 500",909.85B,979.94B,22.74B,725.30B,11.85,1.35,1.00 (0.87%),0.97 (0.84%),"Aug 21, 2026",7.82% 5.48%,34.44%,2100000,"Nov 20, 1972",40.28,34.94,3.06,1.25,9.65,84.80,72.49,21.86,1.35,0.23,0.77,0.79,0.61,Yes / Yes,2.84,3.27,0.74,9.70%,13.00%,11.40%,24.21% 11.53%,5.27% 4.99%,21.68%,5.87%,19.56%,7.33%,Aug 20 BMO,0.18% 1.66%,44.21%,-0.54%,37.87%,-0.77%,8.24%,25.53%,15.01%,24.98%,4.16%,3.13%,1.87%,-0.08%,-3.42%,"

",7.96B,4.44B,1.62%,3.03,72.04M,135.15 -15.41%,95.42 19.82%,1.68%,1.99%,2.42,53.03,0.61,0.76,23.76M,"18,131,050",1.48%,0.08%,-13.02%,-14.61%,2.62%,14.33%,120.30%,127.60%,370.30%,1.56,139.79,115.27,114.33,-0.82%,WMT
SK Hynix Inc ADR,Technology,Semiconductors,South Korea,Mega,NASD,-,1249.13B,1206.17B,109.59B,129.01B,23.82,7.79,0.43 (0.25%),-,-,- -,-,34549,"Jul 10, 2026",11.13,5.26,0.05,9.68,7.20,22.00,19.98,12.35,9.35,2.29,2.59,0.08,0.06,Yes / Yes,15.40,32.56,6.09,509.03%,33.53%,106.80%,159.13% 49.26%,25.56% 20.38%,421.22%,134.05%,1180.72%,232.92%,Jul 29 BMO,89.46% -1.71%,-,-,0.00%,-95.55%,68.32%,93.70%,61.27%,75.63%,67.76%,84.95%,13.56%,11.06%,11.06%,"

",7.11B,-,-,0.52,22.52M,194.80 -12.02%,124.80 37.32%,5.70%,7.41%,14.29,55.24,-,0.56,43.50M,"24,223,250",26.68%,11.26%,-,-,0.81%,-,-,-,-,1.21,230.63,166.33,171.38,3.04%,SKHY
Advanced Micro Devices Inc,Technology,Semiconductors,USA,Mega,NASD,"NDX, S&P 500",826.03B,817.19B,6.43B,41.30B,41.19,8.04,-,-,-,- -,0.00%,31000,"Oct 15, 1979",129.86,32.38,0.43,20.00,12.28,62.95,98.30,85.87,19.78,1.91,2.61,0.06,0.05,Yes / Yes,3.90,15.63,1.93,83.28%,104.46%,75.07%,46.65% 5.13%,13.64% 28.82%,125.82%,39.54%,158.80%,50.11%,Aug 04 AMC,2.71% 2.00%,0.48%,-6.07%,73.93%,-0.09%,8.12%,10.20%,9.11%,50.37%,15.71%,15.58%,2.35%,-0.80%,55.42%,"

",1.63B,1.62B,2.32%,1.26,37.75M,584.73 -13.46%,149.22 239.10%,3.52%,5.70%,30.96,51.93,2.48,0.67,29.90M,"20,057,628",7.76%,2.07%,19.31%,144.07%,136.27%,185.05%,384.49%,370.44%,7474.85%,1.54,619.80,514.39,506.00,-1.63%,AMD
ASML Holding NV,Technology,Semiconductor Equipment & Materials,Netherlands,Mega,NASD,NDX,725.79B,719.39B,12.41B,41.20B,64.74,22.49,10.70 (0.57%),9.08 (0.48%),"Jul 28, 2026",13.12% 21.86%,26.75%,44209,"Mar 15, 1995",58.63,31.31,0.83,17.62,29.09,83.73,64.08,45.53,17.46,0.80,1.33,0.09,0.09,Yes / Yes,32.12,60.15,11.74,47.69%,37.89%,37.61%,23.38% 23.58%,18.33% 18.27%,23.14%,17.87%,31.87%,24.38%,Jul 15 BMO,9.60% 4.16%,0.04%,0.00%,19.88%,-17.58%,22.54%,54.37%,45.57%,52.73%,35.42%,30.11%,8.76%,5.90%,31.45%,"

",385.42M,385.28M,0.28%,0.56,1.07M,1999.96 -5.84%,716.20 162.93%,2.30%,3.35%,71.50,62.34,1.80,0.67,1.91M,"1,285,404",8.63%,7.76%,25.39%,33.88%,76.02%,153.74%,192.26%,142.50%,1685.79%,1.43,2373.23,1844.08,1883.12,2.12%,ASML
Visa Inc,Financial,Credit Services,USA,Mega,NYSE,"DJIA, S&P 500",669.97B,678.45B,22.40B,44.49B,18.55,8.51,2.72 (0.76%),2.68 (0.75%),"Aug 11, 2026",16.31% 14.48%,23.37%,34100,"Mar 19, 2008",30.80,23.91,1.69,15.06,19.34,42.16,31.88,21.77,15.25,0.99,0.99,0.68,0.59,Yes / Yes,11.65,15.01,3.43,15.24%,13.56%,14.14%,13.82% 16.47%,10.92% 12.86%,14.71%,14.39%,10.41%,14.36%,Jul 28 AMC,2.68% 2.04%,9.09%,-0.08%,81.32%,-0.74%,23.02%,60.67%,39.97%,77.16%,67.04%,50.35%,-1.09%,2.75%,8.29%,"

",1.70B,1.70B,1.22%,2.56,20.79M,373.97 -4.05%,293.89 22.10%,1.42%,1.85%,7.05,49.56,0.75,1.91,8.12M,"15,543,432",-0.69%,0.08%,10.16%,14.25%,2.32%,4.17%,51.17%,53.00%,343.89%,1.33,420.14,364.15,358.84,-1.46%,V
ExxonMobil Holdings Corp,Energy,Oil & Gas Integrated,USA,Mega,NYSE,S&P 500,663.91B,702.42B,32.76B,363.39B,63.08,2.57,4.16 (2.58%),4.12 (2.55%),"Aug 17, 2026",4.06% 2.82%,59.70%,58000,"Jan 01, 1920",20.78,15.17,1.05,1.83,2.56,62.70,21.73,9.93,1.93,0.85,1.13,0.16,0.12,Yes / Yes,7.77,10.64,3.45,63.73%,-7.00%,14.50%,-20.34% -,-6.83% 12.70%,9.80%,10.58%,112.81%,43.14%,Jul 31 BMO,-1.00% 5.53%,0.23%,-63.71%,65.93%,-2.45%,7.18%,12.55%,11.23%,20.88%,11.30%,9.01%,3.33%,9.27%,14.07%,"

",4.11B,4.10B,1.03%,2.60,42.35M,176.41 -8.47%,105.67 52.80%,1.62%,2.11%,3.63,66.26,0.17,0.79,16.29M,"12,858,140",1.05%,9.57%,2.24%,8.76%,34.17%,51.62%,48.95%,190.60%,83.25%,2.31,169.32,160.10,161.46,0.85%,XOM
Johnson & Johnson,Healthcare,Drug Manufacturers - General,USA,Mega,NYSE,"DJIA, S&P 500",632.29B,660.56B,21.04B,97.94B,35.28,8.61,5.38 (2.05%),5.24 (2.00%),"Aug 25, 2026",4.92% 5.25%,46.59%,140800,"Sep 25, 1944",30.41,20.58,2.12,6.46,7.44,30.46,28.42,19.32,6.74,0.81,1.09,0.58,0.44,Yes / Yes,8.63,12.75,2.90,7.37%,10.04%,9.72%,17.88% 14.90%,5.56% 2.67%,-7.21%,8.07%,-0.92%,6.64%,Jul 15 BMO,1.59% 0.99%,0.14%,-11.30%,76.18%,-0.21%,10.67%,25.74%,17.20%,68.03%,26.99%,21.48%,1.11%,4.12%,14.00%,"

",2.41B,2.41B,1.06%,3.12,25.41M,274.90 -4.56%,173.33 51.37%,1.84%,2.11%,5.59,57.77,0.23,0.68,8.15M,"5,515,557",0.21%,3.69%,15.73%,7.77%,26.78%,48.53%,50.78%,46.19%,116.28%,1.81,277.81,260.35,262.37,0.78%,JNJ
Intel Corp,Technology,Semiconductors,USA,Mega,NASD,"NDX, S&P 500",522.00B,558.24B,-11.29B,57.03B,17.36,5.93,0.04 (0.04%),-,"Aug 07, 2024",- -,-,85100,"May 03, 1973",-,50.03,0.53,9.15,5.96,17.46,1517.45,32.92,9.79,1.25,1.60,0.58,0.55,Yes / Yes,-2.12,2.07,0.39,256.70%,38.08%,94.41%,- -,-5.71% -7.46%,55.56%,7.47%,-223.64%,25.42%,Jul 23 AMC,93.28% 11.73%,14.72%,0.01%,64.48%,-0.03%,-5.72%,-12.18%,-8.30%,39.05%,8.03%,-19.79%,6.53%,-5.26%,46.89%,"

",5.04B,4.30B,2.91%,1.02,125.10M,142.35 -27.30%,22.77 354.40%,4.44%,6.28%,6.98,52.25,2.25,0.72,122.30M,"88,616,832",6.12%,8.89%,-4.85%,121.18%,180.46%,321.38%,217.65%,96.41%,195.52%,2.43,121.24,102.50,103.49,0.97%,INTC
Mastercard Incorporated,Financial,Credit Services,USA,Mega,NYSE,S&P 500,492.55B,505.09B,16.26B,35.13B,6.39,13.81,3.55 (0.63%),3.37 (0.60%),"Jul 09, 2026",15.58% 13.94%,19.07%,39800,"May 25, 2006",30.93,24.35,1.48,14.02,87.98,40.72,29.87,22.97,14.38,1.06,1.06,4.39,3.95,Yes / Yes,18.18,23.09,5.15,17.26%,15.78%,16.48%,17.34% 20.99%,13.90% 16.50%,22.59%,16.15%,22.05%,13.79%,Jul 30 BMO,5.69% 2.22%,7.88%,-0.13%,82.56%,-2.10%,29.80%,241.49%,58.49%,96.60%,59.19%,46.27%,0.38%,5.92%,6.50%,"

",871.00M,807.00M,1.11%,2.54,8.96M,601.77 -6.57%,464.52 21.04%,1.43%,1.77%,10.71,56.29,0.73,0.85,3.53M,"3,019,312",-0.16%,3.43%,13.77%,8.47%,-1.51%,-3.34%,43.21%,54.79%,488.20%,1.38,668.57,569.29,562.26,-1.23%,MA
Bank Of America Corp,Financial,Banks - Diversified,USA,Mega,NYSE,S&P 500,446.77B,-,32.26B,195.14B,39.34,-,1.19 (1.87%),1.12 (1.75%),"Sep 04, 2026",7.89% 8.45%,28.33%,213000,"Jun 05, 1979",14.70,12.14,0.78,2.29,1.62,-,5.44,-,-,-,1.03,2.47,1.10,Yes / Yes,4.35,5.26,1.19,21.91%,13.27%,15.60%,6.17% 15.28%,18.12% 15.40%,27.92%,-1.71%,35.31%,0.28%,Jul 14 BMO,7.19% 2.54%,0.30%,-2.87%,77.99%,-1.98%,0.97%,11.25%,5.34%,-,21.32%,16.53%,1.77%,6.78%,17.83%,"

",7.02B,6.97B,1.44%,2.87,100.51M,65.20 -2.01%,46.12 38.54%,1.59%,1.63%,1.06,62.90,1.17,0.78,35.05M,"27,349,464",0.05%,4.28%,28.37%,21.58%,16.16%,36.11%,118.20%,55.49%,321.72%,1.52,68.23,64.49,63.89,-0.93%,BAC
Abbvie Inc,Healthcare,Drug Manufacturers - General,USA,Mega,NYSE,S&P 500,442.36B,506.66B,6.27B,64.39B,-3.36,3.72,6.87 (2.74%),6.83 (2.73%),"Jul 15, 2026",5.21% 6.56%,281.66%,57000,"Dec 10, 2012",70.78,15.30,0.71,6.87,-,67.34,24.29,16.94,7.87,0.69,0.81,-,-,Yes / Yes,3.54,16.36,3.86,40.34%,16.58%,21.49%,-29.11% -2.81%,1.75% 5.95%,68.16%,10.39%,288.03%,10.16%,Jul 31 BMO,1.24% 1.11%,0.12%,-2.14%,76.94%,-1.57%,4.60%,15221.82%,11.08%,71.42%,34.18%,9.74%,-0.66%,2.19%,10.90%,"

",1.77B,1.76B,1.28%,3.37,22.55M,267.47 -6.41%,190.75 31.23%,1.63%,2.15%,5.81,52.14,0.27,0.70,6.69M,"4,648,778",0.95%,-1.63%,18.98%,8.13%,9.56%,21.11%,66.86%,109.20%,274.58%,1.59,278.73,249.46,250.33,0.35%,ABBV
