Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zillow Group Inc,Communication Services,Internet Content & Information,USA,Mid,-,145.85,0.25,82.40%,42.44M,1.02%,8.33B,12.18,3.00,-0.10%,40.26M,-19.60%,7.98B,0.36,0.45,18.98%,8.31%,-19.64%,61.00M,3.09,39.16%,-4.55%,3.08,-49.44%,2.69B,1.90,31.64%,1.11%,3.34M,-46.39%,19.24,10.58,34.20%,1.33%,90.22 -59.45%,-45.69%,3.46,25.18,- -,1.36%,34.92 4.75%,-20.06%,-,25.98,9.67% -5.01%,73.34%,4.23%,4.45%,-67.82%,-,2.96,174.38%,0.48%,1.74,23.37%,-,2.29,16.83%,2.27%,36.49,1.97,- -,2.29,515.38%,-5.21%,1.94,65.24,0.00%,0.10,18.39%,-11.65%,0.99,36.44,7068,0.02,May 06 AMC,-39.53%,1.09M,36.58,"Jul 20, 2011",Yes / Yes,16.18% 0.40%,"

","1,076,933",0.38%,ZG
Zeta Global Holdings Corp,Technology,Software - Infrastructure,USA,Mid,RUT,-,-0.10,11.16%,225.06M,28.50%,6.29B,21.37,1.18,-0.05%,221.43M,35.75%,6.22B,0.73,0.20,74.23%,13.94%,39.97%,-23.16M,4.38,30.63%,1.43%,3.81,38.36%,1.44B,7.13,23.92%,-1.83%,30.86M,24.08%,3.54,21.79,29.10%,-2.97%,25.74 -1.89%,95.28%,1.16,31.51,58.59% 17.79%,-2.13%,12.10 108.68%,181.81%,-,56.98,30.21% 28.80%,54.72%,8.73%,6.20%,-,-,4.33,63.13%,2.18%,1.33,-,-,2.07,33.60%,-1.61%,80.44,1.27,- -,2.07,45.37%,33.81%,1.34,28.31,-,0.25,49.88%,43.45%,1.59,25.22,3300,0.24,Apr 30 AMC,35.47%,8.10M,25.25,"Jun 10, 2021",Yes / Yes,18.07% 7.00%,"

","12,885,437",0.12%,ZETA
Ziff Davis Inc,Communication Services,Advertising Agencies,USA,Small,RUT,39.95,1.14,10.86%,37.39M,1.47%,1.67B,8.16,5.57,-0.11%,32.83M,-1.48%,2.02B,-,0.83,109.63%,14.39%,9.50%,45.38M,1.20,-22.71%,-9.80%,4.99,38.39%,1.39B,0.99,8.62%,0.65%,4.72M,29.22%,46.04,3.22,-1.70%,1.26%,50.55 -10.15%,45.72%,14.11,5.78,-5.27% -18.45%,1.86%,22.45 102.32%,-29.49%,-,5.38,1.42% 4.60%,69.69%,4.39%,4.17%,-58.64%,-,1.45,-35.73%,11.36%,1.82,-22.99%,"May 17, 2019",1.66,-1.81%,3.26%,57.53,2.14,- -,1.66,5.36%,5.47%,1.12,48.67,0.00%,0.50,-18.56%,2.77%,0.73,46.18,3900,0.42,May 07 AMC,19.77%,945.94K,45.42,"Jul 23, 1999",Yes / Yes,-5.11% 1.26%,"

","688,248",-1.65%,ZD
Zebra Technologies Corp,Technology,Communication Equipment,USA,Large,S&P 500,30.76,8.27,1.03%,48.38M,0.79%,12.12B,12.37,20.58,-0.69%,47.14M,12.05%,14.85B,1.08,4.35,101.12%,8.73%,12.89%,418.00M,2.15,17.12%,0.63%,4.46,0.67%,5.64B,3.55,10.91%,5.15%,4.12M,4.79%,71.72,106.31,11.50%,11.78%,352.66 -27.85%,-11.02%,2.39,14.50,-2.43% -2.63%,6.95%,199.05 27.83%,-8.48%,-,13.74,-1.54% 4.06%,46.43%,3.41%,4.20%,-49.59%,-,2.63,-21.83%,15.63%,10.07,368.50%,-,0.57,10.66%,7.41%,59.66,1.75,- -,0.96,4.04%,4.17%,1.62,331.27,0.00%,0.82,15.63%,10.97%,1.00,249.96,10700,0.73,May 12 BMO,-1.16%,922.91K,254.44,"Aug 15, 1991",Yes / Yes,11.87% 1.13%,"

","923,035",1.79%,ZBRA
Zenas Biopharma Inc,Healthcare,Biotechnology,USA,Small,RUT,-,-9.10,49.61%,62.38M,-8.54%,1.08B,-,-4.73,1.97%,31.81M,-11.52%,715.99M,-,-1.12,63.54%,33.60%,-31.97%,-425.15M,-,43.01%,21.81%,15.99,-55.88%,0.00M,3.18,1.66%,-78.63%,10.69M,-52.82%,5.38,1.51,21.09%,-137.11%,44.60 -61.59%,70.28%,11.36,-,-39.47% -,-61.93%,8.91 92.26%,-,-,-,- -,-,6.66%,7.52%,-,-,-,-128.73%,-,1.35,-,-,11.94,-100.00%,-,39.71,1.25,- -,11.94,-81.27%,-9.71%,-0.66,42.12,-,1.05,-100.00%,-13.49%,0.95,18.17,167,1.04,May 13 BMO,-30.34%,668.25K,17.13,"Sep 13, 2024",Yes / Yes,0.96% -,"

","632,553",-5.72%,ZBIO
Zimmer Biomet Holdings Inc,Healthcare,Medical Devices,USA,Large,S&P 500,21.75,3.85,0.18%,193.40M,-0.78%,16.20B,9.28,9.02,-2.42%,193.10M,1.03%,23.26B,1.67,2.02,101.74%,4.75%,-14.51%,761.10M,1.93,3.51%,-2.83%,3.97,-14.12%,8.41B,1.28,6.28%,3.39%,9.16M,-6.86%,65.53,38.20,5.57%,6.07%,108.29 -22.66%,-8.08%,2.19,14.22,47.75% -,4.01%,79.12 5.85%,-35.48%,1.05 (1.26%),9.29,5.85% 3.22%,61.45%,2.87%,2.65%,-46.40%,0.96 (1.15%),2.77,-14.66%,16.57%,2.38,-29.76%,"Jun 25, 2026",0.95,9.23%,9.05%,45.62,2.45,0.00% 0.00%,1.73,33.42%,0.31%,0.48,96.53,27.05%,0.59,9.30%,-4.30%,1.12,82.94,17000,0.50,Apr 28 BMO,-10.50%,2.31M,83.75,"Jul 25, 2001",Yes / Yes,12.05% 0.78%,"

","2,587,100",0.98%,ZBH
Zillow Group Inc,Communication Services,Internet Content & Information,USA,Mid,-,145.02,0.25,29.45%,180.44M,1.76%,8.33B,12.17,2.99,-0.29%,161.42M,-19.68%,7.97B,0.36,0.45,74.04%,9.35%,-19.59%,61.00M,3.09,38.86%,-4.51%,3.80,-51.10%,2.69B,1.89,31.21%,1.11%,15.09M,-46.69%,19.24,10.57,33.85%,1.33%,93.88 -61.26%,-46.80%,3.44,25.16,- -,1.36%,34.64 4.99%,-22.09%,-,25.96,9.67% -5.01%,73.34%,4.38%,4.67%,-67.45%,-,2.96,174.38%,0.48%,1.79,24.81%,-,2.29,16.83%,2.27%,37.32,2.00,- -,2.29,515.38%,-4.84%,1.96,65.12,0.00%,0.10,18.39%,-11.76%,0.99,36.25,7068,0.02,May 06 AMC,-41.07%,3.97M,36.37,"Aug 03, 2015",Yes / Yes,17.05% 0.41%,"

","3,908,187",0.33%,Z
Yum China Holdings Inc,Consumer Cyclical,Restaurants,China,Large,-,16.69,2.60,3.98%,351.00M,-1.90%,15.15B,13.39,3.24,-1.05%,335.25M,-11.09%,16.72B,1.06,0.67,74.65%,1.23%,-17.15%,946.00M,1.25,15.22%,-1.04%,2.59,-9.87%,12.09B,2.80,11.80%,8.66%,4.12M,-9.11%,15.48,10.60,12.58%,16.87%,58.39 -25.69%,-1.34%,4.09,16.07,34.03% 4.49%,12.99%,41.69 4.08%,-25.92%,1.16 (2.66%),8.52,7.23% 7.38%,17.23%,2.02%,1.92%,-37.48%,1.06 (2.44%),1.38,8.73%,12.43%,1.00,-,"May 27, 2026",0.83,6.72%,7.83%,31.70,1.26,25.99% 31.95%,1.01,13.00%,-4.79%,0.09,59.84,38.34%,0.43,9.73%,-9.01%,0.98,42.91,290000,0.34,Apr 29 BMO,-9.04%,1.59M,43.39,"Oct 17, 2016",Yes / Yes,1.91% 1.82%,"

","1,565,834",1.12%,YUMC
Yum Brands Inc,Consumer Cyclical,Restaurants,USA,Large,S&P 500,23.63,6.20,0.15%,276.00M,-4.82%,40.40B,19.54,7.50,-7.89%,275.20M,-7.44%,52.68B,1.72,1.58,88.26%,2.43%,-8.66%,1.74B,4.76,12.07%,-0.99%,3.79,-4.33%,8.48B,-,10.62%,23.38%,6.69M,-3.11%,-26.39,46.71,11.37%,-,169.39 -13.47%,1.35%,3.14,24.53,6.69% 13.51%,42.18%,137.33 6.74%,8.96%,3.00 (2.05%),18.15,6.28% 7.76%,45.67%,2.00%,2.11%,22.93%,2.92 (1.99%),6.21,23.32%,31.60%,3.18,147.21%,"May 27, 2026",0.65,9.65%,20.48%,34.16,2.34,7.60% 8.60%,0.65,72.58%,-3.48%,0.57,174.58,51.19%,-,15.22%,-5.98%,1.04,147.51,49000,-,Apr 29 BMO,-4.12%,1.76M,146.58,"Sep 12, 1997",Yes / Yes,8.65% 0.72%,"

","1,840,553",-0.63%,YUM
York Space Systems Inc,Industrials,Aerospace & Defense,USA,Mid,RUT,-,-,19.43%,127.61M,-3.83%,4.14B,58.84,0.54,3.10%,104.49M,-0.19%,3.66B,-,-0.16,39.19%,5.76%,31.53%,-,-,16.80%,101.02%,2.70,-,-,2.36,173.24%,-,6.02M,-5.06%,13.50,6.31,-,-,44.54 -28.36%,-,5.06,-,-57.67% -,-,16.93 88.48%,-,-,-,27.36% -,-,14.13%,13.00%,-,-,-,-,-,4.01,-,-,5.26,-,-,51.72,1.67,- -,5.49,-,3.55%,-,34.67,-,0.10,-,3.80%,0.84,29.78,710,0.10,May 14 AMC,13.08%,2.23M,31.91,"Jan 29, 2026",Yes / Yes,-790.20% 5.87%,"

","1,874,109",7.15%,YSS
YPF ADR,Energy,Oil & Gas Integrated,Argentina,Large,-,-,-0.84,0.00%,393.26M,13.81%,21.75B,9.00,6.15,-,393.25M,27.50%,31.05B,-,1.58,11.99%,1.65%,59.53%,-318.97M,1.16,373.43%,11.97%,2.54,50.22%,18.83B,1.89,6.53%,-1.06%,6.49M,52.96%,29.27,12.90,-,-2.77%,56.15 -1.49%,59.76%,4.29,46.00,- 2.51%,-1.58%,22.82 142.38%,381.79%,-,5.54,-0.90% 14.65%,28.96%,4.55%,3.84%,1017.37%,-,1.65,-119.47%,12.68%,1.95,160.04%,"Jul 09, 2019",0.73,-4.17%,-1.69%,79.49,1.43,- -,0.94,2371.88%,16.77%,1.24,58.83,-,0.95,6.42%,22.94%,0.70,54.74,-,0.78,May 08 BMO,51.71%,2.56M,55.31,"Jun 29, 1993",Yes / Yes,0.65% -1.78%,"

","1,799,448",1.04%,YPF
Clear Secure Inc,Technology,Software - Application,USA,Mid,RUT,45.86,1.24,7.64%,100.50M,-8.95%,7.59B,22.18,2.56,-17.40%,93.06M,3.27%,6.93B,0.63,0.40,95.33%,9.35%,16.57%,122.56M,8.05,50.00%,0.63%,5.25,60.64%,942.41M,30.83,52.38%,9.67%,8.70M,62.56%,1.84,9.49,35.18%,81.15%,62.73 -9.49%,127.47%,5.99,17.35,- -,42.15%,23.96 137.02%,143.25%,0.70 (1.23%),28.17,27.22% 31.30%,61.78%,5.05%,5.98%,-,0.52 (0.92%),7.35,-31.63%,22.40%,3.00,-,"Jun 10, 2026",1.01,17.39%,13.00%,49.62,2.25,- -,1.01,47.03%,-2.83%,1.08,63.29,44.73%,0.60,19.70%,3.65%,0.65,57.43,3301,0.57,May 06 BMO,39.85%,1.66M,56.78,"Jun 30, 2021",Yes / Yes,57.01% 3.53%,"

","1,080,063",-1.13%,YOU
Full Truck Alliance Co Ltd ADR,Technology,Software - Application,China,Mid,-,17.38,0.55,5.93%,932.51M,10.32%,8.87B,11.42,0.83,0.00%,877.25M,10.45%,6.37B,0.85,0.18,73.28%,1.80%,5.32%,581.23M,4.99,2.83%,-4.53%,1.83,-16.21%,1.78B,1.71,20.92%,9.42%,15.77M,-11.37%,5.57,3.30,13.37%,10.52%,14.07 -32.41%,-19.41%,2.88,-,118.73% -,10.06%,8.04 18.28%,50.71%,0.26 (2.76%),11.29,20.22% 35.97%,62.91%,4.51%,3.71%,-,0.18 (1.89%),3.58,11.75%,31.05%,0.36,-,"Apr 08, 2026",6.93,9.98%,32.68%,64.41,1.60,- -,6.93,-16.86%,7.92%,0.29,12.54,-,0.00,10.87%,10.68%,1.19,9.02,8251,0.00,May 21 BMO,-10.84%,8.62M,9.51,"Jun 22, 2021",Yes / Yes,19.67% 6.34%,"

","10,221,555",5.43%,YMM
YETI Holdings Inc,Consumer Cyclical,Leisure,USA,Mid,-,23.44,1.97,1.33%,75.72M,0.28%,3.50B,13.96,3.31,-0.96%,74.75M,14.42%,3.59B,1.02,0.54,122.77%,11.15%,6.24%,158.63M,1.84,16.01%,-1.16%,5.53,11.31%,1.90B,5.30,14.97%,12.92%,8.33M,4.53%,8.72,27.37,13.73%,22.28%,51.29 -9.98%,50.83%,1.69,13.58,25.37% 2.71%,18.35%,29.12 58.55%,24.92%,0.23 (0.49%),13.86,5.41% 11.35%,56.97%,4.90%,5.17%,-47.11%,-,1.89,-4.60%,10.77%,2.13,-,-,1.06,3.16%,8.36%,61.06,1.94,- -,2.10,-35.41%,6.49%,1.74,51.33,0.00%,0.34,8.34%,14.66%,1.06,47.38,1390,0.31,May 14 BMO,15.07%,1.51M,46.17,"Oct 25, 2018",Yes / Yes,46.81% 1.52%,"

","1,594,866",-2.55%,YETI
Yelp Inc,Communication Services,Internet Content & Information,USA,Small,RUT,10.53,2.19,4.10%,55.91M,0.61%,1.27B,8.81,2.62,-18.95%,52.74M,-20.17%,1.31B,0.76,0.36,112.53%,15.01%,-0.47%,138.94M,0.86,-15.90%,0.15%,6.32,-20.20%,1.47B,2.04,39.02%,13.90%,7.92M,-24.09%,11.29,11.49,11.64%,20.45%,38.10 -39.45%,-37.90%,2.01,4.52,65.31% -,17.84%,19.60 17.70%,-32.43%,-,5.14,7.07% 10.91%,86.36%,3.91%,5.09%,-41.55%,-,0.89,4.03%,13.12%,1.11,-13.01%,-,1.74,2.09%,9.47%,42.78,2.91,- -,1.74,-17.55%,-3.30%,0.47,26.50,0.00%,0.25,0.82%,-9.49%,1.19,23.46,5168,0.23,May 07 AMC,-18.03%,1.25M,23.07,"Mar 02, 2012",Yes / Yes,13.90% 2.26%,"

","1,489,448",-1.66%,YELP
Exzeo Group Inc,Financial,Insurance - Diversified,USA,Small,RUT,-,-,86.28%,90.92M,6.83%,1.31B,12.13,1.19,0.18%,12.48M,-12.26%,1.08B,-,0.24,8.02%,3.84%,-7.22%,-,-,1.68%,-0.81%,2.19,-23.66%,-,4.76,17.88%,-,0.48M,-40.66%,3.02,5.65,-,-,24.60 -41.50%,-,2.54,-,- -,-,12.50 15.12%,-,-,-,68.16% 59.02%,-,4.90%,6.19%,-,-,-,-,-,0.81,-,-,2.65,-,-,50.11,1.00,- -,2.65,294.38%,2.65%,-,26.00,0.00%,0.03,90.77%,-3.93%,1.14,14.60,354,0.02,May 06 AMC,-16.80%,218.37K,14.39,"Nov 05, 2025",No / Yes,6.43% -5.90%,"

","247,962",-1.44%,XZO
Block Inc,Technology,Software - Infrastructure,USA,Large,S&P 500,57.61,1.29,12.43%,535.28M,7.20%,44.13B,14.68,5.05,-0.09%,521.19M,3.26%,44.29B,0.38,0.87,73.29%,4.03%,17.89%,807.08M,1.80,64.13%,-0.79%,3.22,11.00%,24.48B,2.03,29.88%,2.11%,21.00M,13.92%,36.48,5.56,38.38%,3.74%,82.50 -10.12%,20.06%,13.34,13.55,- 36.61%,2.89%,48.21 53.81%,16.85%,-,10.65,11.33% 20.56%,44.30%,4.02%,3.59%,-66.36%,-,1.81,-69.08%,15.46%,2.71,668.39%,-,1.97,2.27%,3.30%,58.25,1.46,- -,1.99,-271.48%,3.54%,2.55,90.00,0.00%,0.37,4.94%,9.17%,0.74,76.10,10205,0.29,May 07 AMC,9.53%,6.53M,74.15,"Nov 19, 2015",Yes / Yes,25.91% 0.42%,"

","4,843,819",-2.56%,XYZ
