Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROIC,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Pegasystems Inc,Technology,Software - Application,USA,NASD,-,48.67,2.06,49.13%,85.56M,-1.90%,8.57B,25.12,3.98,-0.79%,43.53M,1.40%,196.74M,3.73,0.46,49.30%,5.94%,37.97%,1.64B,5.22,26.89%,3.34%,2.47,4.31%,7.14,14.01,3.65%,13.89%,2.59M,68.92%,4.34,23.04,13.05%,39.29%,55.90,113.67,7.40%,0.11 (0.11%),23.73,-,29.09%,-11.94%,1.12,0.12 (0.12%),1.39,10.44%,75.66%,79.07%,2.60,"Apr 01, 2025",1.39,151.38%,16.78%,58.23,1.54%,1.97%,5443,0.13,14.29%,11.98%,1.60,112.60,Yes / Yes,0.11,728.77%,10.84%,0.79,98.84,33.22%,215.85%,44.07%,Apr 22 AMC,1.05M,100.10,0.52%,11.68%,17.36%,"

","832,550",1.27%,PEGA
Public Service Enterprise Group Inc,Utilities,Utilities - Regulated Electric,USA,NYSE,S&P 500,22.19,3.66,0.15%,499.00M,1.84%,40.50B,18.68,4.35,-1.10%,498.25M,3.47%,1.83B,2.82,0.75,75.96%,1.71%,-1.30%,10.82B,3.74,9.08%,-0.38%,2.70,-5.14%,32.81,2.47,8.26%,3.39%,8.52M,11.12%,1.82,44.55,7.86%,11.40%,71.89,95.22,-3.94%,2.53 (3.12%),-,1.20%,4.95%,-14.77%,0.50,2.46 (3.03%),0.65,1.57%,23.48%,12.89%,1.53,"Jun 09, 2025",0.82,1.15%,23.48%,54.52,1.03%,1.30%,13047,1.44,11.24%,16.91%,2.38,87.54,Yes / Yes,1.26,10.71%,67.72%,0.80,81.00,5.70%,-0.56%,19.09%,Apr 30 BMO,3.16M,81.16,1.46%,1.28%,-3.68%,"

","2,523,763",0.20%,PEG
Phillips Edison & Company Inc,Real Estate,REIT - Retail,USA,NASD,RUT,62.84,0.56,0.60%,125.41M,-2.55%,4.86B,49.78,0.71,0.00%,124.65M,-2.06%,71.32M,4.05,0.15,84.50%,3.44%,0.06%,682.81M,7.12,25.96%,2.27%,4.83,-9.87%,18.43,1.91,9.92%,1.42%,4.29M,10.19%,0.06,619.66,15.51%,3.09%,31.75,40.12,-6.17%,1.24 (3.53%),21.60,-,1.52%,-12.39%,0.56,1.32 (3.75%),-,4.42%,33.51%,10.71%,0.65,"Jun 16, 2025",-,19.51%,26.14%,46.17,0.52%,1.35%,300,1.04,9.27%,10.45%,2.09,39.40,Yes / Yes,1.04,44.82%,233.61%,0.71,35.45,5.54%,37.34%,10.08%,Apr 24 AMC,888.01K,35.15,-0.61%,-0.51%,-4.37%,"

","627,016",-0.85%,PECO
"Peoples Bancorp, Inc. (Marietta, OH)",Financial,Banks - Regional,USA,NASD,RUT,9.19,3.16,3.76%,35.57M,-2.48%,1.04B,8.77,3.31,-0.21%,34.31M,-6.35%,111.34M,-,0.77,59.95%,2.32%,-2.52%,619.49M,1.67,-9.45%,1.54%,5.65,-17.17%,31.98,0.91,6.23%,1.20%,0.80M,0.62%,-,-,-,10.12%,26.21,37.07,-8.33%,1.63 (5.61%),7.72,4.69%,8.04%,-21.64%,0.63,1.61 (5.54%),-,21.50%,-,10.84%,0.58,"May 05, 2025",0.06,-4.94%,23.27%,43.97,1.05%,1.39%,1479,0.25,7.34%,17.97%,2.43,32.83,Yes / Yes,0.22,-18.57%,48.10%,0.95,29.17,0.25%,-5.15%,-1.10%,Apr 22 BMO,141.06K,29.05,-1.97%,-0.21%,-6.77%,"

","133,436",-0.41%,PEBO
Pebblebrook Hotel Trust,Real Estate,REIT - Hotel & Motel,USA,NYSE,RUT,-,-0.48,2.39%,118.28M,-2.56%,1.13B,-,-0.46,0.00%,115.85M,-5.37%,-51.65M,-,0.07,119.80%,8.11%,-12.66%,1.46B,0.77,-53.21%,-3.65%,3.90,-35.68%,22.28,0.43,23.43%,-0.16%,9.40M,-31.90%,1.75,5.43,-7.17%,-0.33%,7.41,15.12,-29.74%,0.04 (0.42%),6.30,-,-1.12%,-37.04%,1.75,0.04 (0.42%),0.30,-2.05%,8.94%,28.40%,0.38,"Mar 31, 2025",0.30,56.00%,5.30%,51.73,4.64%,3.02%,60,0.99,2.18%,-3.54%,3.00,10.48,Yes / Yes,0.74,-12.60%,-,1.44,8.96,2.68%,2.63%,1.97%,May 01 AMC,2.41M,9.52,1.95%,3.74%,-19.73%,"

","3,459,926",6.25%,PEB
PDD Holdings Inc ADR,Consumer Cyclical,Internet Retail,China,NASD,NDX,11.07,9.29,2.61%,1.39B,1.15%,142.75B,8.82,11.66,0.00%,1.35B,-12.77%,13.75B,1.87,2.35,31.18%,2.22%,-20.26%,55.80B,2.56,-22.98%,13.62%,2.74,-0.61%,32.74,3.14,31.37%,21.92%,29.98M,-31.93%,42.66,2.41,5.91%,36.31%,87.11,155.67,5.98%,-,-,-,29.91%,-33.97%,0.40,-,2.27,65.84%,59.73%,18.00%,3.68,"Aug 16, 2010",2.27,22.04%,24.47%,46.18,2.09%,3.76%,23465,0.03,35.04%,24.64%,1.78,128.31,Yes / Yes,0.01,-48.21%,0.00%,0.60,100.58,-6.44%,-39.07%,8.87%,May 27 BMO,10.96M,102.79,-1.87%,-1.40%,-7.61%,"

","6,550,052",2.20%,PDD
Pagerduty Inc,Technology,Software - Application,USA,NYSE,RUT,-,-0.40,6.70%,92.15M,-8.65%,1.35B,13.14,1.12,-0.36%,86.00M,-12.51%,-36.90M,-,0.20,91.58%,10.05%,-18.72%,476.13M,2.84,13.92%,2.01%,6.39,-27.58%,1.58,9.29,15.33%,-3.99%,8.65M,-29.49%,6.48,2.27,15.66%,-23.09%,13.94,23.12,-19.61%,-,12.27,5.07%,-6.73%,-36.51%,0.88,-,1.96,22.96%,83.17%,5.31%,0.64,"Feb 14, 2007",1.96,60.23%,-9.01%,41.76,2.89%,3.85%,1242,3.18,8.55%,-7.75%,2.43,18.45,Yes / Yes,2.76,72.55%,-,1.25,14.38,0.59%,25.98%,7.77%,May 29 AMC,1.35M,14.68,-5.28%,-5.69%,-17.94%,"

","1,697,272",2.09%,PD
Vaxcyte Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-4.07,3.05%,128.94M,-7.72%,4.43B,-,-4.49,-1.73%,125.07M,11.10%,-509.62M,-,-1.17,113.76%,10.56%,-54.37%,0.00M,-,-24.44%,6.55%,5.31,-62.30%,24.82,1.38,5.00%,-18.64%,13.20M,-53.56%,12.96,2.65,-7.11%,-19.66%,27.66,121.06,-58.06%,-,-,-29.88%,-15.53%,-71.64%,1.20,-,17.70,-,-,24.11%,2.05,-,17.70,6.64%,-,48.45,2.29%,4.67%,414,0.03,-,-,1.00,125.75,Yes / Yes,0.03,-21.90%,-,0.41,34.56,-,2.02%,-,May 07 AMC,2.48M,34.33,0.09%,4.81%,-55.42%,"

","1,026,102",-0.67%,PCVX
Paylocity Holding Corp,Technology,Software - Application,USA,NASD,-,44.65,4.01,19.45%,55.54M,-3.78%,9.89B,25.01,7.16,-3.78%,44.49M,-10.10%,227.34M,6.77,1.39,79.23%,2.18%,-5.87%,1.55B,6.37,6.59%,1.73%,2.29,-11.74%,21.76,8.23,2.28%,4.49%,0.97M,28.01%,8.65,20.70,6.60%,19.70%,129.94,223.80,-10.22%,-,24.88,30.16%,15.14%,-19.98%,0.53,-,1.10,24.57%,67.82%,37.83%,4.75,-,1.10,17.15%,20.10%,34.62,1.87%,1.60%,6400,0.25,14.63%,14.65%,1.81,226.88,Yes / Yes,0.24,7.74%,0.00%,2.17,176.81,2.85%,14.61%,13.27%,May 01 AMC,423.40K,179.09,-6.27%,-5.45%,-5.64%,"

","917,501",1.29%,PCTY
PureCycle Technologies Inc,Industrials,Pollution & Treatment Controls,USA,NASD,RUT,-,-1.18,8.56%,179.53M,9.70%,2.13B,-,-0.43,4.20%,164.20M,36.75%,-194.70M,-,-0.21,74.50%,29.73%,59.12%,1.58M,1348.97,69.74%,3.75%,16.75,-4.66%,1.33,8.95,18.63%,-25.60%,48.81M,102.56%,0.16,75.47,37.38%,-67.71%,4.50,15.58,15.80%,-,-,-514.21%,-30.78%,-23.81%,1.85,-,0.45,-,-3305.25%,163.78%,0.67,-,0.55,-19.27%,-9121.58%,72.07,3.40%,5.18%,157,1.75,-,-12322.59%,1.80,12.20,Yes / Yes,1.66,109.50%,-,1.02,11.34,-56.08%,121.65%,-,May 07 AMC,2.91M,11.87,18.29%,46.57%,26.10%,"

","2,981,335",4.67%,PCT
Pacira BioSciences Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NASD,RUT,-,-2.29,4.32%,46.28M,-4.25%,1.13B,7.11,3.43,-1.06%,44.31M,-4.92%,-103.73M,-,0.69,111.29%,13.17%,4.42%,702.77M,1.60,-11.38%,1.29%,6.56,19.72%,17.25,1.41,20.81%,-6.54%,5.83M,-15.13%,10.66,2.28,11.67%,-12.27%,11.16,29.61,29.19%,-,7.07,-51.99%,-8.48%,-17.80%,0.51,-,1.99,10.73%,69.46%,118.02%,0.97,-,2.41,-247.82%,12.90%,39.84,1.24%,1.57%,790,0.80,3.08%,-14.76%,2.43,36.17,Yes / Yes,0.53,-46.09%,-,0.51,24.24,-4.04%,3.94%,1.08%,May 08 AMC,889.88K,24.34,-5.29%,-4.36%,14.98%,"

","449,996",0.41%,PCRX
Procore Technologies Inc,Technology,Software - Application,USA,NYSE,-,-,-0.86,25.63%,149.10M,-2.78%,9.79B,42.18,1.56,-0.40%,110.93M,-8.09%,-127.98M,-,0.26,79.48%,9.17%,-5.77%,1.19B,8.21,29.43%,1.04%,8.12,-19.12%,7.92,8.28,29.29%,-6.69%,10.17M,-2.96%,3.80,17.28,27.52%,-10.78%,49.46,88.92,-12.38%,-,83.97,2.04%,-10.27%,-26.17%,0.90,-,1.19,31.83%,79.85%,32.73%,1.97,-,1.19,10.73%,-12.70%,45.56,1.91%,1.46%,4203,0.06,18.59%,-10.73%,1.71,77.83,Yes / Yes,0.05,-191.64%,-,0.79,64.18,2.66%,25.41%,15.29%,May 01 AMC,1.25M,65.65,-2.29%,1.17%,-5.18%,"

","993,123",2.29%,PCOR
PotlatchDeltic Corp,Real Estate,REIT - Specialty,USA,NASD,RUT,63.87,0.61,1.60%,78.69M,-1.38%,3.04B,32.14,1.20,-2.38%,77.34M,-3.54%,47.99M,0.96,0.16,90.63%,1.72%,-15.46%,1.10B,2.76,227.72%,2.96%,2.44,-10.82%,25.54,1.51,31.10%,1.44%,1.33M,-3.12%,1.88,20.52,66.39%,2.31%,36.30,48.12,-1.50%,1.80 (4.66%),19.92,-19.62%,1.64%,-19.66%,1.19,0.90 (2.33%),1.04,5.13%,23.12%,6.50%,0.96,"Jun 06, 2025",1.43,6.72%,5.98%,45.26,0.89%,1.50%,1383,0.53,10.86%,4.35%,1.38,49.25,Yes / Yes,0.46,8676.32%,652.88%,1.13,39.11,9.75%,80.33%,17.59%,Apr 28 AMC,544.08K,38.66,-1.14%,-1.07%,-8.08%,"

","614,588",-1.15%,PCH
PG&E Corp,Utilities,Utilities - Regulated Electric,USA,NYSE,S&P 500,12.51,1.09,0.57%,2.20B,-6.72%,89.20M,8.34,1.63,-85.79%,2.19B,-21.57%,2.35B,1.32,0.36,95.50%,1.21%,-20.51%,24.54B,0.00,10.36%,2.51%,1.36,-31.35%,13.24,1.03,8.70%,1.83%,26.37M,-25.03%,366.84,0.04,9.45%,8.55%,13.52,21.72,-32.61%,0.10 (0.70%),-,-,2.81%,-37.38%,0.61,0.07 (0.51%),0.90,7.35%,18.66%,0.63%,0.48,"Jun 30, 2025",0.95,-4.40%,18.66%,18.01,2.06%,1.94%,28410,1.95,1.91%,9.58%,1.89,20.96,Yes / Yes,1.73,-19.37%,4.77%,1.82,13.64,-2.48%,-3.28%,2.08%,Apr 24 BMO,19.40M,13.60,-15.26%,-18.20%,-25.20%,"

","35,357,562",-0.29%,PCG
Paccar Inc,Industrials,Farm & Heavy Construction Machinery,USA,NASD,"NDX, S&P 500",14.06,6.59,1.87%,524.96M,-1.83%,48.66B,13.71,6.76,-1.61%,515.14M,-3.41%,3.47B,-,1.30,71.64%,2.29%,-8.37%,32.36B,1.50,-28.30%,1.94%,3.95,-17.69%,34.33,2.70,19.37%,8.36%,11.80M,-10.64%,15.89,5.83,-4.22%,19.90%,84.65,115.49,-10.88%,3.56 (3.84%),20.60,11.52%,10.31%,-19.74%,0.95,1.24 (1.34%),1.82,5.60%,18.29%,9.51%,1.95,"May 14, 2025",2.20,-31.57%,14.34%,47.26,1.17%,1.22%,30100,0.87,-8.64%,10.73%,2.73,97.00,Yes / Yes,0.87,-57.79%,15.56%,0.87,91.88,-3.92%,-7.50%,-14.78%,Apr 29 BMO,2.99M,92.70,-1.26%,0.76%,-8.22%,"

","2,612,678",0.89%,PCAR
Petroleo Brasileiro S.A. Petrobras ADR,Energy,Oil & Gas Integrated,Brazil,NYSE,-,9.69,1.31,0.00%,3.72B,13.45%,47.41B,5.31,2.40,-,3.72B,7.69%,8.47B,0.13,0.56,18.90%,0.64%,-6.64%,88.65B,0.53,437.98%,-1.34%,0.95,-9.42%,10.72,1.19,-9.22%,4.10%,23.95M,-4.29%,2.07,6.17,77.42%,11.25%,10.83,15.15,0.90%,1.41 (11.05%),2.42,-2.65%,6.94%,-15.92%,0.91,1.28 (10.04%),0.47,3.51%,46.37%,17.62%,0.33,"Jun 04, 2025",0.72,-61.73%,30.57%,70.39,1.49%,1.75%,49185,0.94,-10.84%,9.56%,1.67,15.26,Yes / Yes,0.77,26.10%,174.42%,1.34,12.70,-4.34%,-1.23%,-11.43%,May 12 AMC,25.12M,12.74,8.98%,10.36%,-2.76%,"

","33,659,429",0.31%,PBR
"Pitney Bowes, Inc",Industrials,Integrated Freight & Logistics,USA,NYSE,RUT,40.91,0.26,1.70%,182.51M,0.00%,1.91B,8.16,1.29,-42.25%,178.17M,10.38%,48.55M,-,0.28,70.50%,5.74%,12.62%,2.30B,0.83,51.83%,-0.06%,4.82,32.45%,-2.94,-,3.61%,2.47%,10.23M,104.47%,1.88,5.61,-,-,4.62,11.01,45.44%,-,15.72,-5.62%,3.32%,-4.36%,1.59,0.23 (2.18%),0.75,-8.76%,45.99%,127.92%,0.31,"May 19, 2025",0.80,112.40%,13.19%,64.27,1.84%,2.59%,7200,-,-29.43%,2.11%,3.00,17.00,Yes / Yes,-,1276.07%,356.51%,0.85,10.28,-0.90%,22.22%,-40.59%,May 07 AMC,2.12M,10.53,3.68%,14.00%,26.45%,"

","1,801,874",2.43%,PBI
Prestige Consumer Healthcare Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,RUT,19.52,4.29,1.31%,49.51M,-2.37%,4.13B,16.65,5.02,-2.86%,48.77M,-3.97%,214.60M,4.14,1.00,105.76%,3.76%,-1.45%,1.14B,3.63,5.51%,-1.47%,5.06,0.12%,37.06,2.26,5.34%,6.30%,1.83M,26.40%,1.98,42.23,4.72%,12.30%,63.79,90.04,7.12%,-,16.99,9.02%,7.48%,-7.10%,0.46,-,2.82,3.39%,53.89%,31.13%,1.72,"Dec 27, 2013",4.20,2.65%,30.70%,44.36,0.84%,1.22%,600,0.57,1.10%,18.86%,2.17,93.25,Yes / Yes,0.56,1.85%,0.00%,0.58,83.97,2.41%,1.66%,7.05%,May 08 BMO,362.70K,83.65,-2.00%,-0.08%,4.47%,"

","208,581",-0.38%,PBH
PBF Energy Inc,Energy,Oil & Gas Refining & Marketing,USA,NYSE,RUT,-,-9.11,28.93%,115.66M,20.42%,2.65B,29.92,0.76,8.21%,82.20M,2.14%,-1042.10M,-,-0.92,79.54%,23.05%,2.60%,31.54B,0.08,-35.36%,4.99%,5.70,-25.50%,44.22,0.52,114.52%,-7.77%,18.95M,-48.48%,4.05,5.65,-,-18.01%,13.61,48.20,-13.82%,1.10 (4.82%),-,-,-13.03%,-52.53%,0.81,1.08 (4.70%),0.52,6.20%,-3.36%,68.05%,1.23,"May 15, 2025",1.29,-160.78%,-4.21%,66.17,3.96%,4.31%,3855,0.61,-16.30%,-3.30%,3.19,18.92,Yes / Yes,0.56,-510.43%,-,1.79,21.19,6.23%,6.27%,-18.27%,May 01 BMO,3.32M,22.88,14.46%,24.15%,-11.33%,"

","5,938,620",7.98%,PBF
Pembina Pipeline Corporation,Energy,Oil & Gas Midstream,Canada,NYSE,-,17.11,2.20,0.07%,581.00M,0.80%,21.85B,16.44,2.29,0.00%,580.50M,0.00%,1.28B,3.27,0.50,63.22%,0.71%,-3.66%,5.72B,3.82,4.02%,-0.16%,3.36,-3.44%,18.43,2.04,5.58%,5.61%,4.12M,0.72%,0.19,202.88,5.23%,11.55%,34.13,43.44,1.79%,2.04 (5.42%),11.65,1.60%,6.21%,-13.42%,0.77,1.99 (5.30%),0.52,-0.41%,38.61%,10.20%,0.63,"Jun 16, 2025",0.64,-4.66%,33.35%,48.07,1.63%,0.86%,2997,0.75,-8.45%,22.36%,1.84,43.94,Yes / Yes,0.69,2.00%,91.14%,1.47,38.46,-2.71%,-0.36%,32.54%,May 08 AMC,1.22M,37.61,-0.04%,-0.14%,-3.58%,"

","1,793,848",-2.21%,PBA
Prosperity Bancshares Inc,Financial,Banks - Regional,USA,NYSE,-,12.94,5.23,4.25%,95.26M,-3.57%,6.45B,10.54,6.43,-0.80%,91.24M,-6.20%,499.19M,0.95,1.41,83.33%,2.20%,-4.40%,1.80B,3.58,14.63%,-0.56%,2.96,-17.32%,78.91,0.86,11.02%,1.29%,2.01M,14.06%,-,-,13.55%,6.83%,57.16,86.75,-10.13%,2.33 (3.44%),14.48,2.21%,6.62%,-21.94%,0.70,2.30 (3.40%),-,13.25%,-,18.47%,1.38,"Jun 13, 2025",0.14,20.88%,35.54%,40.51,1.37%,1.37%,3916,0.39,9.02%,27.71%,1.79,81.69,Yes / Yes,0.00,16.00%,44.79%,0.77,67.63,-0.48%,1.14%,3.20%,Apr 23 BMO,677.09K,67.72,-3.03%,-1.57%,-8.47%,"

","520,619",0.13%,PB
Paychex Inc,Technology,Software - Application,USA,NASD,"NDX, S&P 500",31.96,4.81,10.56%,360.20M,-2.10%,55.35B,29.08,5.28,-0.09%,322.15M,-0.49%,1.74B,5.09,1.19,79.34%,3.85%,3.84%,5.44B,10.18,5.72%,0.37%,6.14,8.81%,11.43,13.45,5.90%,14.35%,12.41M,25.13%,4.58,33.55,6.28%,44.25%,115.40,161.24,9.60%,3.94 (2.56%),34.71,10.30%,35.06%,-4.69%,0.91,4.02 (2.62%),1.39,6.95%,72.03%,33.17%,2.49,"May 12, 2025",1.39,6.92%,41.83%,46.17,0.46%,0.86%,16500,0.21,4.35%,31.99%,3.21,151.00,Yes / Yes,0.21,4.06%,78.19%,0.82,153.22,0.01%,0.68%,4.84%,Jun 25 BMO,2.02M,153.68,-2.01%,1.81%,6.08%,"

","1,665,148",0.30%,PAYX
Payoneer Global Inc,Technology,Software - Infrastructure,USA,NASD,RUT,22.27,0.30,24.97%,362.51M,-4.58%,2.41B,26.40,0.25,-1.98%,271.38M,-6.20%,112.77M,-,0.07,75.00%,3.67%,-8.89%,996.15M,2.42,-27.08%,1.47%,2.68,-35.71%,2.07,3.22,11.60%,1.57%,9.95M,16.84%,1.48,4.51,-,15.97%,5.03,11.29,-33.67%,-,13.39,-,14.73%,-41.01%,0.99,-,1.00,25.21%,79.09%,32.41%,0.24,-,1.00,-0.94%,14.94%,44.11,3.64%,1.95%,2407,0.03,14.86%,11.32%,1.25,9.08,Yes / Yes,0.02,-29.67%,0.00%,0.63,6.51,0.87%,-22.36%,8.08%,May 07 BMO,3.72M,6.66,-2.96%,-1.54%,-21.69%,"

","2,332,812",2.30%,PAYO
Paycom Software Inc,Technology,Software - Application,USA,NYSE,S&P 500,35.18,7.00,11.57%,56.00M,-4.66%,14.25B,24.84,9.92,-3.20%,51.13M,-3.92%,394.25M,3.54,1.79,87.83%,3.49%,14.07%,1.91B,7.44,9.11%,5.45%,2.86,2.56%,30.66,8.04,10.72%,8.47%,1.79M,70.93%,9.01,27.36,9.94%,24.99%,139.50,267.76,20.22%,0.75 (0.30%),37.02,23.60%,22.18%,-7.97%,0.82,1.50 (0.61%),1.14,20.62%,73.48%,76.64%,6.52,"May 27, 2025",1.15,-14.34%,27.88%,43.65,1.23%,1.29%,7306,0.05,9.86%,20.60%,2.76,245.85,Yes / Yes,0.04,-43.33%,16.82%,0.77,245.00,1.04%,9.06%,6.13%,May 07 AMC,623.84K,246.41,-4.44%,2.98%,16.96%,"

","478,840",0.58%,PAYC
Paymentus Holdings Inc,Technology,Software - Infrastructure,USA,NYSE,-,84.60,0.40,75.67%,35.09M,-7.38%,4.20B,45.81,0.73,-0.08%,30.46M,-13.25%,50.76M,3.82,0.14,21.44%,2.15%,18.16%,962.11M,4.36,11.48%,-19.92%,1.21,-0.36%,4.00,8.38,28.64%,9.19%,0.65M,72.29%,1.99,16.81,22.17%,10.80%,16.94,40.43,2.57%,-,40.85,35.18%,10.03%,-17.12%,1.65,-,4.46,29.89%,24.90%,97.82%,1.55,-,4.46,74.61%,5.43%,39.59,3.26%,2.68%,1307,0.02,47.78%,5.28%,2.57,36.80,Yes / Yes,0.01,88.40%,0.00%,1.09,32.67,9.66%,9.12%,48.88%,May 05 AMC,539.14K,33.51,-9.49%,-1.32%,12.70%,"

","586,046",2.57%,PAY
Patria Investments Ltd,Financial,Asset Management,Cayman Islands,NASD,RUT,29.92,0.47,61.51%,65.13M,3.79%,2.21B,10.78,1.30,0.00%,60.84M,10.78%,70.03M,3.47,0.33,26.45%,3.47%,18.47%,390.41M,5.66,4.89%,-4.44%,3.43,8.46%,3.48,4.02,-0.29%,6.00%,2.11M,10.25%,0.66,21.29,8.63%,13.16%,9.43,13.97,20.21%,0.53 (3.82%),15.53,1.37%,10.00%,0.07%,0.67,0.60 (4.29%),0.95,24.88%,92.20%,48.25%,0.33,"May 14, 2025",0.97,-42.27%,37.85%,73.26,2.14%,1.37%,577,0.35,22.27%,17.94%,2.00,14.92,Yes / Yes,0.27,-15.27%,186.39%,0.80,13.61,-5.76%,-7.93%,25.00%,May 02 BMO,615.44K,13.98,6.13%,19.38%,19.83%,"

","494,688",2.72%,PAX
"Patrick Industries, Inc",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,NASD,RUT,21.57,4.18,4.42%,33.53M,-1.07%,3.01B,16.62,5.42,1.00%,31.95M,3.59%,141.55M,-,1.39,107.94%,10.07%,6.50%,3.79B,0.80,-3.30%,7.77%,8.71,-0.08%,34.03,2.65,29.18%,4.55%,3.22M,26.52%,2.59,34.79,-,12.87%,67.72,98.90,8.45%,1.68 (1.86%),11.98,9.87%,5.22%,-8.90%,1.20,1.57 (1.74%),1.04,9.72%,20.12%,33.05%,2.91,"May 27, 2025",2.41,-5.17%,6.98%,56.26,2.47%,2.15%,10000,1.43,8.12%,3.74%,1.67,97.33,Yes / Yes,1.38,4.86%,36.52%,0.58,89.92,4.44%,14.22%,7.49%,May 01 BMO,369.64K,90.10,2.05%,7.19%,2.23%,"

","216,076",0.20%,PATK
UiPath Inc,Technology,Software - Infrastructure,USA,NYSE,-,-,-0.12,23.73%,457.42M,-4.81%,6.68B,19.98,0.62,-0.85%,408.05M,-4.51%,-67.51M,-,0.08,58.42%,11.64%,15.77%,1.45B,4.60,4.03%,4.44%,3.62,-14.75%,3.18,3.93,13.29%,-2.46%,47.48M,5.67%,2.91,4.29,8.47%,-3.62%,9.38,15.93,-1.81%,-,21.33,33.36%,-3.81%,-21.66%,1.05,-,2.83,33.58%,82.52%,33.05%,0.45,-,2.83,23.13%,-7.01%,47.76,2.33%,2.50%,3868,0.05,7.21%,-4.65%,2.80,14.03,Yes / Yes,0.04,18.45%,-,0.93,12.24,7.33%,7.84%,6.42%,May 29 AMC,13.13M,12.48,-2.32%,4.04%,-1.62%,"

","12,262,865",1.96%,PATH
Par Pacific Holdings Inc,Energy,Oil & Gas Refining & Marketing,USA,NYSE,RUT,-,-1.12,5.17%,52.31M,23.48%,1.36B,8.93,2.95,-0.98%,48.91M,28.04%,-59.97M,-,0.43,96.87%,8.95%,78.89%,7.74B,0.18,1.46%,-4.00%,3.08,57.78%,21.25,1.24,686.37%,-1.59%,4.38M,5.19%,2.60,10.14,87.38%,-4.95%,11.86,27.45,60.77%,-,158.04,-,-2.26%,-4.01%,1.69,-,0.54,8.10%,0.66%,122.18%,1.09,-,1.56,-113.66%,-0.52%,81.81,2.73%,3.41%,1787,1.66,-9.25%,-0.77%,2.12,22.25,Yes / Yes,1.38,-789.15%,-,1.24,24.49,11.61%,-15.42%,-11.90%,May 06 AMC,1.42M,26.35,19.41%,47.10%,54.70%,"

","1,765,041",7.59%,PARR
Paramount Global,Communication Services,Entertainment,USA,NASD,S&P 500,-,-8.22,11.42%,633.00M,-0.08%,8.52B,8.60,1.39,0.00%,597.15M,0.76%,-5484.00M,-,0.35,70.96%,13.49%,2.65%,28.72B,0.30,-20.64%,-3.25%,10.41,7.15%,24.54,0.49,14.06%,-11.27%,80.54M,7.82%,3.76,3.19,-4.81%,-28.56%,9.54,12.54,14.63%,0.20 (1.65%),21.14,-,-17.29%,-4.39%,1.21,0.20 (1.67%),1.18,1.59%,31.26%,25.68%,0.23,"Jun 16, 2025",1.29,-898.86%,8.49%,53.19,1.51%,0.91%,22100,0.94,-4.50%,-19.09%,3.48,11.47,Yes / Yes,0.92,125.81%,-,0.66,11.89,1.51%,13.99%,-6.42%,May 08 AMC,7.74M,11.99,0.04%,3.38%,8.33%,"

","5,133,198",0.84%,PARA
Par Technology Corp,Technology,Software - Application,USA,NYSE,RUT,-,-0.26,2.44%,40.49M,-7.14%,2.54B,78.41,0.80,-0.90%,39.51M,-9.72%,-15.68M,-,0.01,104.08%,12.65%,2.25%,383.77M,6.62,119.96%,6.17%,12.68,-19.21%,21.04,2.98,449.02%,-7.87%,5.00M,38.23%,2.28,27.56,-,-13.65%,41.85,82.24,-13.68%,-,-,-21.33%,-1.25%,-23.72%,1.70,-,1.83,13.33%,41.07%,49.87%,2.16,-,2.05,90.01%,-16.05%,43.10,1.55%,2.09%,1585,0.47,-8.82%,-4.09%,1.40,87.00,Yes / Yes,0.47,1.39%,-,1.74,62.23,-1.25%,71.43%,-1.55%,May 09 BMO,394.05K,62.73,-4.60%,1.14%,-3.00%,"

","685,586",0.80%,PAR
