Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zillow Group Inc,Communication Services,Internet Content & Information,USA,Mid,-,155.02,0.25,82.32%,42.44M,-13.27%,8.87B,12.96,3.00,-0.11%,40.49M,-5.17%,8.51B,0.38,0.45,18.44%,7.58%,-13.79%,61.00M,3.29,39.04%,-6.19%,2.67,-45.10%,2.69B,2.02,31.60%,1.11%,3.07M,-43.02%,19.24,11.25,34.20%,1.33%,90.22 -56.91%,-43.85%,3.45,26.79,- -,1.36%,39.14 -0.66%,-11.92%,-,27.72,9.67% -5.01%,73.34%,5.09%,4.25%,-64.08%,-,3.16,174.38%,0.48%,1.96,37.73%,-,2.29,16.83%,2.27%,33.93,2.06,- -,2.29,515.38%,-11.98%,2.02,64.81,0.00%,0.10,18.39%,-10.37%,0.94,39.84,7068,0.02,May 06 AMC,-38.50%,1.15M,38.88,"Jul 20, 2011",Yes / Yes,16.18% 0.40%,"

","1,084,610",-2.41%,ZG
Zeta Global Holdings Corp,Technology,Software - Infrastructure,USA,Mid,RUT,-,-0.10,12.58%,225.06M,-6.91%,4.00B,13.49,1.19,-0.04%,217.91M,-0.99%,3.93B,0.46,0.20,74.20%,12.56%,0.19%,-23.16M,2.78,32.40%,-1.41%,3.42,-19.36%,1.44B,4.53,23.00%,-1.83%,27.37M,-21.18%,3.54,13.84,29.10%,-2.97%,24.90 -35.58%,7.58%,1.16,20.02,58.59% 17.79%,-2.13%,12.10 32.56%,97.29%,-,35.96,30.21% 28.80%,54.72%,3.81%,4.68%,-,-,2.73,63.13%,2.18%,0.88,-,-,2.07,33.60%,-1.61%,39.13,1.27,- -,2.07,45.37%,-8.76%,1.27,28.77,-,0.25,49.88%,-6.35%,0.92,16.25,3300,0.24,Apr 30 AMC,-13.15%,8.01M,16.04,"Jun 10, 2021",Yes / Yes,17.71% 7.00%,"

","7,368,006",-1.29%,ZETA
Ziff Davis Inc,Communication Services,Advertising Agencies,USA,Small,RUT,35.65,1.14,10.43%,37.39M,-7.21%,1.49B,7.37,5.50,0.00%,32.99M,-11.16%,1.84B,-,0.91,118.61%,14.83%,28.83%,45.38M,1.07,-20.63%,-2.23%,4.55,25.79%,1.39B,0.88,4.46%,0.65%,4.89M,15.31%,46.04,2.87,-3.87%,1.26%,50.55 -19.82%,19.24%,14.11,5.15,-5.27% -18.45%,1.86%,22.45 80.53%,-35.37%,-,4.90,1.42% 4.60%,69.69%,4.53%,3.88%,-61.80%,-,1.32,-35.73%,11.36%,1.84,-25.47%,"May 17, 2019",1.66,-1.81%,3.26%,34.68,2.25,- -,1.66,5.36%,-10.60%,1.13,48.57,0.00%,0.50,-18.56%,-7.28%,0.50,40.85,3900,0.42,May 07 AMC,8.79%,1.07M,40.53,"Jul 23, 1999",Yes / Yes,-5.11% 1.26%,"

","534,043",-0.78%,ZD
Zebra Technologies Corp,Technology,Communication Equipment,USA,Large,S&P 500,29.88,8.26,1.05%,48.38M,7.40%,11.93B,12.01,20.54,0.21%,47.85M,8.85%,14.83B,1.05,4.33,99.99%,6.54%,-2.27%,418.00M,2.12,16.89%,-3.35%,3.86,-5.32%,5.63B,3.44,10.93%,5.15%,3.13M,1.62%,71.72,104.68,11.49%,11.78%,352.66 -30.03%,-18.39%,2.36,14.28,-2.43% -2.63%,6.77%,199.05 23.97%,-7.29%,-,13.81,-1.54% 4.06%,46.37%,5.27%,3.85%,-47.72%,-,2.63,-21.83%,15.52%,10.76,389.70%,-,0.57,10.52%,7.42%,64.65,1.71,- -,0.96,3.61%,7.80%,1.63,330.27,0.00%,0.87,15.09%,12.62%,1.71,241.79,10700,0.78,May 12 BMO,-5.90%,811.51K,246.76,"Aug 15, 1991",Yes / Yes,11.87% 1.13%,"

","1,390,459",2.06%,ZBRA
Zenas Biopharma Inc,Healthcare,Biotechnology,USA,Small,RUT,-,-8.44,54.85%,54.49M,-4.32%,1.14B,-,-4.94,1.76%,25.90M,-6.61%,879.98M,-,-1.27,46.45%,41.91%,-14.35%,-377.74M,114.32,41.54%,14.11%,15.28,-38.62%,10.00M,4.48,-0.02%,-100.25%,10.85M,-45.11%,4.44,3.33,21.50%,-136.22%,44.60 -55.31%,119.25%,5.98,-,-39.47% -,-117.68%,8.53 133.52%,-,-,-,- -,99.44%,7.22%,7.04%,-,-,88.00,-116.54%,-2113.85%,1.47,-,-,5.61,100.00%,-3777.37%,48.47,1.25,- -,5.61,-310.86%,0.64%,-0.61,42.12,-,0.33,-100.00%,-6.73%,0.73,19.16,167,0.33,May 13 BMO,-18.38%,710.31K,19.93,"Sep 13, 2024",Yes / Yes,0.96% -,"

","516,383",4.02%,ZBIO
Zimmer Biomet Holdings Inc,Healthcare,Medical Devices,USA,Large,S&P 500,21.48,3.85,0.19%,193.40M,-0.13%,16.00B,9.18,9.01,-0.98%,193.10M,-14.30%,23.06B,1.64,2.02,104.00%,5.18%,-13.48%,761.10M,1.90,3.38%,2.07%,4.44,-6.77%,8.41B,1.26,6.31%,3.39%,10.00M,-8.01%,65.53,37.73,5.58%,6.07%,108.29 -23.61%,-15.15%,2.19,14.04,47.75% -,4.01%,79.12 4.55%,-39.51%,1.04 (1.26%),9.21,5.85% 3.22%,61.45%,3.37%,3.02%,-48.52%,0.96 (1.16%),2.74,-14.66%,16.57%,2.73,-27.39%,"Mar 31, 2026",0.95,9.23%,9.05%,40.15,2.58,0.00% 0.00%,1.73,33.42%,-4.65%,0.48,97.33,27.05%,0.59,9.30%,-7.75%,0.99,83.37,17000,0.50,Apr 28 BMO,-12.35%,2.25M,82.72,"Jul 25, 2001",Yes / Yes,12.05% 0.78%,"

","2,239,144",-0.78%,ZBH
Zillow Group Inc,Communication Services,Internet Content & Information,USA,Mid,-,153.63,0.25,29.39%,180.44M,-13.47%,8.84B,12.91,2.99,-0.31%,161.76M,-5.77%,8.48B,0.38,0.45,75.98%,7.65%,-15.62%,61.00M,3.28,38.75%,-6.12%,3.06,-47.26%,2.69B,2.00,31.19%,1.11%,12.38M,-43.52%,19.24,11.21,33.85%,1.33%,93.88 -58.96%,-45.18%,3.44,26.69,- -,1.36%,39.05 -1.33%,-14.03%,-,27.61,9.67% -5.01%,73.34%,5.30%,4.31%,-64.02%,-,3.15,174.38%,0.48%,2.00,39.35%,-,2.29,16.83%,2.27%,33.23,2.09,- -,2.29,515.38%,-12.39%,2.05,64.68,0.00%,0.10,18.39%,-11.15%,0.90,39.63,7068,0.02,May 06 AMC,-40.43%,4.05M,38.53,"Aug 03, 2015",Yes / Yes,17.05% 0.41%,"

","3,626,959",-2.78%,Z
Yum China Holdings Inc,Consumer Cyclical,Restaurants,China,Large,-,18.05,2.60,3.98%,351.00M,-3.67%,16.38B,14.52,3.23,-1.18%,335.27M,-5.15%,17.95B,1.17,0.67,74.81%,1.48%,-16.36%,946.00M,1.36,15.12%,-5.11%,3.10,4.76%,12.09B,3.03,11.62%,8.66%,4.95M,-1.72%,15.48,11.46,12.44%,16.87%,58.39 -19.64%,1.80%,4.09,17.38,34.03% 4.49%,12.99%,41.69 12.54%,-22.74%,1.11 (2.36%),8.96,7.23% 7.38%,17.29%,2.08%,2.05%,-23.42%,1.01 (2.15%),1.48,8.73%,12.77%,1.07,-,"May 27, 2026",0.83,6.72%,7.83%,39.19,1.33,25.99% 31.95%,1.01,13.00%,-2.50%,0.12,61.19,38.34%,0.43,9.73%,-5.95%,0.60,47.62,290000,0.34,Apr 29 BMO,-1.79%,1.60M,46.92,"Oct 17, 2016",Yes / Yes,1.91% 1.82%,"

","961,624",-1.47%,YUMC
Yum Brands Inc,Consumer Cyclical,Restaurants,USA,Large,S&P 500,24.15,6.20,0.15%,276.00M,-4.01%,41.28B,19.95,7.51,-10.53%,275.20M,-7.30%,53.56B,1.73,1.58,88.45%,2.36%,-5.84%,1.74B,4.87,11.82%,2.18%,3.79,1.02%,8.48B,-,10.97%,23.38%,6.50M,-1.00%,-26.39,47.72,11.55%,-,169.39 -11.58%,2.78%,3.14,25.06,6.69% 13.51%,42.18%,137.33 9.06%,8.13%,3.00 (2.01%),18.46,6.28% 7.76%,45.67%,2.83%,2.22%,26.83%,2.88 (1.92%),6.31,23.32%,31.60%,3.74,159.39%,"Feb 20, 2026",0.65,9.65%,20.48%,37.55,2.27,7.60% 8.60%,0.65,72.58%,-4.62%,0.60,175.43,51.19%,-,15.22%,-5.20%,0.99,152.86,49000,-,Apr 29 BMO,-1.72%,1.72M,149.77,"Sep 12, 1997",Yes / Yes,8.65% 0.72%,"

","1,692,397",-2.02%,YUM
Yesway Inc,Consumer Defensive,Grocery Stores,USA,Small,-,-,-,77.14%,28.90M,1.14%,1.61B,-,-,0.00%,13.90M,-,1.61B,-,-,-,2.75%,-,-,-,-,97.82%,0.33,-,-,-,-,-,0.38M,24.92%,0.00,-,-,-,29.08 -8.80%,-,0.00,-,- 70.61%,-,20.02 32.47%,-,-,-,- -,-,7.12%,-,-,-,-,-,-,1.96,-,-,-,-,-,70.14,-,- -,-,-100.22%,5.33%,-,-,-,-,-100.00%,5.33%,0.13,26.02,-,-,-,5.33%,1.14M,26.52,"Apr 22, 2026",No / Yes,- -,"

","152,708",1.92%,YSWY
York Space Systems Inc,Industrials,Aerospace & Defense,USA,Mid,RUT,-,-,34.49%,127.61M,-23.41%,3.60B,48.31,0.58,1.75%,83.60M,-18.05%,3.76B,-,-0.11,8.10%,7.47%,3.10%,-,-,92.88%,46.52%,3.25,-,-,4.15,1022.28%,-,6.24M,-15.98%,6.80,22.17,-,-,44.54 -36.60%,-,1.27,-,-57.67% -,-,16.93 66.80%,-,-,-,27.36% -,-,15.55%,13.36%,-,-,-,-,-,4.26,-,-,1.48,-,-,43.49,1.50,- -,1.57,-,-18.01%,-,37.62,-,0.17,-,-0.70%,2.29,31.97,710,0.17,May 14 AMC,0.84%,1.92M,28.24,"Jan 29, 2026",Yes / Yes,-29.15% 2.58%,"

","4,411,500",-11.67%,YSS
YPF ADR,Energy,Oil & Gas Integrated,Argentina,Large,-,-,-1.98,0.04%,393.26M,0.62%,17.12B,6.78,6.42,-9.31%,393.12M,3.37%,27.30B,-,1.59,9.83%,1.73%,11.64%,-765.36M,0.92,378.06%,-0.42%,2.92,16.98%,18.53B,1.56,9.36%,-2.60%,6.80M,20.38%,27.93,14.34,-,-6.82%,48.96 -11.08%,21.22%,3.04,-,- 2.51%,-3.97%,22.82 90.75%,283.19%,-,5.21,-0.90% 14.65%,27.47%,3.60%,3.09%,936.43%,-,1.47,-132.96%,10.50%,1.57,114.22%,"Jul 09, 2019",0.66,-4.12%,-4.13%,51.57,1.46,- -,0.87,-96.02%,0.54%,1.20,55.35,-,1.03,-5.33%,3.46%,0.64,44.95,-,0.79,May 08 BMO,22.71%,2.33M,43.53,"Jun 29, 1993",Yes / Yes,0.65% -1.78%,"

","1,483,606",-3.16%,YPF
Clear Secure Inc,Technology,Software - Application,USA,Mid,RUT,44.86,1.24,8.05%,100.50M,-8.86%,7.42B,21.70,2.56,-16.56%,92.65M,14.78%,6.76B,0.62,0.40,94.06%,10.25%,71.42%,122.56M,7.88,50.00%,-3.68%,4.98,52.49%,942.41M,30.16,52.38%,9.67%,9.50M,59.01%,1.84,9.28,35.18%,81.15%,61.68 -9.95%,123.39%,5.99,16.97,- -,42.15%,23.78 133.59%,137.19%,0.70 (1.26%),27.49,27.22% 31.30%,61.78%,6.72%,5.77%,-,0.52 (0.94%),7.18,-31.63%,22.40%,3.25,-,"Jun 10, 2026",1.01,17.39%,13.00%,52.89,2.38,- -,1.01,47.03%,-0.56%,1.09,63.29,44.73%,0.60,19.70%,7.51%,0.73,57.64,3301,0.57,May 06 BMO,43.08%,1.91M,55.54,"Jun 30, 2021",Yes / Yes,57.01% 3.53%,"

","1,393,219",-3.64%,YOU
Full Truck Alliance Co Ltd ADR,Technology,Software - Application,China,Mid,-,16.12,0.58,5.53%,934.32M,2.09%,8.66B,11.30,0.82,0.00%,882.64M,10.49%,6.38B,0.94,0.13,77.05%,1.80%,-6.08%,612.46M,4.98,-0.26%,-0.36%,2.44,-26.89%,1.74B,1.68,23.34%,10.21%,15.85M,-13.61%,5.51,3.52,12.00%,11.24%,14.07 -34.12%,-26.89%,2.63,-,118.73% -,10.69%,8.04 15.30%,59.55%,0.28 (3.02%),11.02,20.22% 35.97%,62.99%,3.35%,3.17%,-,0.18 (1.94%),3.67,43.44%,32.73%,0.29,-,"Apr 08, 2026",8.09,11.30%,35.23%,63.97,1.64,- -,8.09,78.31%,5.76%,0.29,12.36,-,0.00,1.98%,7.66%,2.03,8.79,8251,0.00,May 21 BMO,-14.41%,6.51M,9.27,"Jun 22, 2021",Yes / Yes,-2.52% 8.69%,"

","13,197,817",5.46%,YMM
YETI Holdings Inc,Consumer Cyclical,Leisure,USA,Mid,-,18.79,2.04,1.29%,74.99M,-9.73%,2.90B,11.81,3.25,-0.99%,74.72M,-2.19%,2.94B,0.93,0.18,118.69%,12.67%,-19.24%,165.39M,1.55,13.20%,-3.93%,6.32,4.98%,1.87B,4.42,15.66%,12.52%,9.47M,-13.22%,8.67,15.40,12.72%,23.79%,51.29 -25.27%,21.03%,2.49,13.68,25.37% 2.71%,19.26%,28.98 32.26%,-6.15%,0.22 (0.58%),10.98,5.41% 11.35%,57.41%,4.19%,4.12%,-55.34%,-,1.57,-0.40%,11.43%,1.68,-,-,1.11,2.11%,8.85%,44.65,1.94,- -,1.98,18.88%,-4.44%,1.69,50.47,0.00%,0.35,6.80%,-0.54%,2.23,39.70,1390,0.32,May 14 BMO,-2.97%,1.50M,38.33,"Oct 25, 2018",Yes / Yes,4.14% 0.30%,"

","3,344,521",-3.45%,YETI
Yelp Inc,Communication Services,Internet Content & Information,USA,Small,RUT,10.43,2.19,4.13%,55.91M,-19.25%,1.26B,8.73,2.62,-19.15%,52.72M,-12.71%,1.30B,0.75,0.36,111.93%,14.29%,-1.51%,138.94M,0.86,-15.90%,-3.57%,5.44,-21.74%,1.47B,2.03,39.02%,13.90%,7.54M,-24.78%,11.29,11.39,11.64%,20.45%,41.22 -44.54%,-43.67%,2.01,4.48,65.31% -,17.84%,19.60 16.63%,-22.35%,-,5.10,7.07% 10.91%,86.36%,7.47%,4.44%,-40.06%,-,0.89,4.03%,13.12%,1.28,-9.72%,-,1.74,2.09%,9.47%,29.87,2.70,- -,1.74,-17.55%,-17.33%,0.52,26.86,0.00%,0.25,0.82%,-11.83%,1.23,23.09,5168,0.23,May 07 AMC,-20.69%,1.38M,22.86,"Mar 02, 2012",Yes / Yes,13.90% 2.26%,"

","1,697,345",-1.00%,YELP
Yalla Group Limited ADR,Technology,Software - Application,United Arab Emirates,Small,-,8.09,0.83,-,128.23M,-1.46%,862.99M,7.69,0.88,-,-,-1.75%,101.57M,-,-,17.22%,-,-6.92%,149.83M,2.52,4.22%,3.79%,5.49,-12.03%,341.93M,1.27,1.16%,17.64%,1.53M,-3.03%,5.30,1.14,-,19.79%,9.29 -27.56%,-13.50%,5.89,-,17.00% -,18.47%,5.88 14.46%,79.95%,-,-,4.04% 20.44%,67.27%,2.45%,2.50%,-63.89%,-,0.30,13.68%,35.74%,0.18,-,-,9.02,0.66%,43.82%,48.45,1.67,- -,9.02,9.63%,-1.24%,0.51,8.60,0.00%,0.00,-7.67%,1.60%,0.77,6.93,849,0.00,May 18 AMC,-5.91%,278.81K,6.73,"Sep 30, 2020",Yes / Yes,- -1.56%,"

","214,101",-2.89%,YALA
