Company,Sector,Industry,Country,Cap,Exchange,Index,Market Cap,Enterprise Value,Income,Sales,Book/sh,Cash/sh,Dividend Est.,Dividend TTM,Dividend Ex-Date,Dividend Gr. 3/5Y,Payout,Employees,IPO,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,EV/EBITDA,EV/Sales,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,Option/Short,EPS (ttm),EPS next Y,EPS next Q,EPS this Y,EPS next Y Percentage,EPS next 5Y,EPS past 3/5Y,Sales past 3/5Y,EPS Y/Y TTM,Sales Y/Y TTM,EPS Q/Q,Sales Q/Q,Earnings,EPS/Sales Surpr.,Insider Own,Insider Trans,Inst Own,Inst Trans,ROA,ROE,ROIC,Gross Margin,Oper. Margin,Profit Margin,SMA20,SMA50,SMA200,Trades,Shs Outstand,Shs Float,Short Float,Short Ratio,Short Interest,52W High,52W Low,Volatility W,Volatility M,ATR (14),RSI (14),Beta,Rel Volume,Avg Volume,Volume,Perf Week,Perf Month,Perf Quarter,Perf Half Y,Perf YTD,Perf Year,Perf 3Y,Perf 5Y,Perf 10Y,Recom,Target Price,Prev Close,Price,Change %,Ticker
Walmart Inc,Consumer Defensive,Discount Stores,USA,Mega,NASD,"DJIA, NDX, S&P 500",820.40B,889.19B,22.08B,735.84B,12.37,1.45,1.00 (0.97%),0.98 (0.95%),"Dec 11, 2026",7.82% 5.48%,34.44%,2100000,"Nov 20, 1972",37.35,31.94,2.88,1.11,8.33,71.16,60.73,18.77,1.21,0.23,0.77,0.75,0.58,Yes / Yes,2.76,3.23,0.64,9.52%,11.65%,11.07%,24.21% 11.53%,5.27% 4.99%,4.00%,6.16%,-8.97%,5.94%,Aug 20 BMO,9.19% 0.69%,44.22%,-0.46%,38.58%,0.12%,7.82%,23.44%,14.20%,25.23%,4.39%,3.00%,-6.48%,-7.96%,-13.06%,"

",7.94B,4.44B,1.42%,2.53,63.07M,135.15 -23.72%,95.70 7.72%,1.67%,2.03%,2.67,33.24,0.59,0.78,24.95M,"19,420,840",-0.59%,-7.21%,-10.94%,-19.43%,-7.47%,7.26%,94.85%,111.08%,334.73%,1.47,129.03,102.63,103.09,0.45%,WMT
Advanced Micro Devices Inc,Technology,Semiconductors,USA,Mega,NASD,"NDX, S&P 500",760.05B,751.20B,6.43B,41.30B,41.19,8.04,-,-,-,- -,0.00%,31000,"Oct 15, 1979",119.49,29.60,0.39,18.40,11.30,57.92,90.45,78.94,18.19,1.91,2.61,0.06,0.05,Yes / Yes,3.90,15.73,1.93,82.98%,106.17%,75.71%,46.65% 5.13%,13.64% 28.82%,125.82%,39.54%,158.80%,50.11%,Aug 04 AMC,2.71% 2.00%,0.54%,-6.24%,75.18%,3.59%,8.12%,10.20%,9.11%,50.37%,15.71%,15.58%,-3.41%,-8.00%,38.75%,"

",1.63B,1.62B,2.47%,1.44,40.07M,584.73 -20.38%,149.22 212.01%,3.15%,4.25%,25.07,44.83,2.47,0.55,27.85M,"15,373,949",-1.62%,-4.08%,-9.79%,132.55%,117.40%,176.18%,353.74%,317.94%,5970.14%,1.52,625.35,476.67,465.58,-2.33%,AMD
Visa Inc,Financial,Credit Services,USA,Mega,NYSE,"DJIA, S&P 500",712.47B,720.95B,22.40B,44.49B,18.55,8.51,2.70 (0.71%),2.68 (0.70%),"Aug 11, 2026",16.31% 14.48%,23.37%,34100,"Mar 19, 2008",32.75,25.39,1.79,16.01,20.57,44.83,33.91,23.13,16.21,0.99,0.99,0.68,0.59,Yes / Yes,11.65,15.03,3.44,15.32%,13.63%,14.15%,13.82% 16.47%,10.92% 12.86%,14.71%,14.39%,10.41%,14.36%,Jul 28 AMC,2.68% 2.04%,9.09%,-0.09%,82.61%,0.89%,23.02%,60.67%,39.97%,77.16%,67.04%,50.35%,3.32%,6.47%,14.60%,"

",1.70B,1.70B,1.31%,2.75,22.25M,385.57 -1.03%,293.89 29.84%,1.46%,1.70%,6.65,65.52,0.76,0.57,8.09M,"4,645,154",2.85%,4.19%,16.93%,19.20%,8.81%,9.07%,56.50%,64.00%,373.63%,1.40,423.40,379.66,381.60,0.51%,V
ASML Holding NV,Technology,Semiconductor Equipment & Materials,Netherlands,Mega,NASD,NDX,653.73B,647.33B,12.41B,41.20B,64.74,22.49,10.56 (0.62%),9.08 (0.54%),"Jul 28, 2026",13.12% 21.86%,26.75%,44209,"Mar 15, 1995",52.81,28.26,0.75,15.87,26.20,75.42,57.72,40.97,15.71,0.80,1.33,0.09,0.09,Yes / Yes,32.12,60.03,11.74,47.72%,37.57%,37.51%,23.38% 23.58%,18.33% 18.27%,23.14%,17.87%,31.87%,24.38%,Jul 15 BMO,9.60% 4.16%,0.04%,0.00%,19.89%,-2.35%,22.54%,54.37%,45.57%,52.73%,35.42%,30.11%,-3.42%,-4.07%,15.85%,"

",385.42M,385.26M,0.35%,0.74,1.35M,1999.96 -15.19%,716.20 136.83%,2.07%,2.62%,57.58,43.36,1.79,0.69,1.83M,"1,259,364",-3.83%,2.71%,5.17%,16.93%,58.54%,122.17%,157.39%,103.64%,1495.48%,1.43,2320.02,1735.01,1696.16,-2.24%,ASML
ExxonMobil Holdings Corp,Energy,Oil & Gas Integrated,USA,Mega,NYSE,S&P 500,644.38B,682.89B,32.76B,363.39B,63.08,2.57,4.16 (2.65%),4.12 (2.63%),"Aug 17, 2026",4.06% 2.82%,59.70%,58000,"Jan 01, 1920",20.17,14.72,1.04,1.77,2.48,60.86,21.09,9.66,1.88,0.85,1.13,0.16,0.12,Yes / Yes,7.77,10.65,3.50,65.19%,-7.80%,14.14%,-20.34% -,-6.83% 12.70%,9.80%,10.58%,112.81%,43.14%,Jul 31 BMO,-1.00% 5.53%,0.21%,-65.79%,68.06%,-2.00%,7.18%,12.55%,11.23%,20.88%,11.30%,9.01%,-1.62%,4.10%,9.09%,"

",4.11B,4.10B,0.90%,2.34,36.90M,176.41 -11.17%,108.35 44.63%,1.62%,1.99%,3.38,48.26,0.17,0.72,15.80M,"11,362,140",-5.09%,-0.17%,7.88%,2.76%,30.22%,38.25%,43.56%,180.99%,79.57%,2.37,169.73,156.44,156.71,0.17%,XOM
Johnson & Johnson,Healthcare,Drug Manufacturers - General,USA,Mega,NYSE,"DJIA, S&P 500",645.95B,674.23B,21.04B,97.94B,35.28,8.61,5.38 (2.01%),5.28 (1.97%),"Aug 25, 2026",4.92% 5.25%,46.59%,140800,"Sep 25, 1944",31.07,21.03,2.16,6.60,7.60,31.12,29.04,19.72,6.88,0.81,1.09,0.58,0.44,Yes / Yes,8.63,12.75,2.90,7.37%,10.03%,9.72%,17.88% 14.90%,5.56% 2.67%,-7.21%,8.07%,-0.92%,6.64%,Jul 15 BMO,1.59% 0.99%,0.14%,-6.64%,77.51%,-0.06%,10.67%,25.74%,17.20%,68.03%,26.99%,21.48%,1.48%,3.83%,14.60%,"

",2.41B,2.41B,0.90%,2.71,21.59M,276.47 -3.05%,173.33 54.64%,1.58%,1.91%,5.47,55.96,0.24,0.72,7.96M,"5,766,445",-0.81%,4.78%,18.95%,7.89%,29.52%,52.77%,63.15%,55.00%,125.17%,1.81,277.81,265.77,268.04,0.85%,JNJ
Mastercard Incorporated,Financial,Credit Services,USA,Mega,NYSE,S&P 500,521.49B,534.03B,16.26B,35.13B,6.39,13.81,3.55 (0.60%),3.37 (0.57%),"Jul 09, 2026",15.58% 13.94%,19.07%,39800,"May 25, 2006",32.75,25.78,1.56,14.84,93.15,43.11,31.62,24.28,15.20,1.06,1.06,4.39,3.95,Yes / Yes,18.18,23.09,5.16,17.29%,15.73%,16.50%,17.34% 20.99%,13.90% 16.50%,22.59%,16.15%,22.05%,13.79%,Jul 30 BMO,5.69% 2.22%,7.91%,-0.13%,83.83%,-1.33%,29.80%,241.49%,58.49%,96.60%,59.19%,46.27%,3.34%,8.60%,12.42%,"

",871.00M,806.69M,0.89%,2.03,7.19M,601.62 -1.05%,464.52 28.15%,1.33%,1.65%,10.35,67.40,0.74,0.53,3.54M,"1,885,583",2.53%,3.11%,20.51%,15.10%,4.28%,0.82%,46.11%,67.35%,517.08%,1.39,672.25,591.73,595.30,0.60%,MA
Intel Corp,Technology,Semiconductors,USA,Mega,NASD,"NDX, S&P 500",470.12B,506.36B,-11.29B,57.03B,17.36,5.69,0.04 (0.04%),-,"Aug 07, 2024",- -,-,85100,"May 03, 1973",-,43.24,0.46,8.24,5.15,15.72,1366.64,29.86,8.88,1.25,1.60,0.58,0.55,Yes / Yes,-2.12,2.07,0.38,256.65%,38.13%,93.94%,- -,-5.71% -7.46%,55.56%,7.47%,-223.64%,25.42%,Jul 23 AMC,93.28% 11.73%,14.73%,0.01%,63.21%,1.54%,-5.72%,-12.18%,-8.30%,39.05%,8.03%,-19.79%,-6.67%,-14.73%,22.92%,"

",5.04B,4.48B,3.03%,1.15,135.69M,142.35 -37.15%,23.68 277.83%,4.23%,5.13%,5.72,41.50,2.23,0.73,118.36M,"86,172,589",-0.67%,-1.82%,-21.98%,96.16%,142.47%,258.88%,166.12%,66.02%,153.74%,2.43,121.24,92.09,89.47,-2.85%,INTC
Abbvie Inc,Healthcare,Drug Manufacturers - General,USA,Mega,NYSE,S&P 500,451.46B,515.76B,6.27B,64.39B,-3.36,3.72,6.87 (2.69%),6.83 (2.67%),"Jul 15, 2026",5.21% 6.56%,281.66%,57000,"Dec 10, 2012",72.23,15.65,0.73,7.01,-,68.73,24.79,17.24,8.01,0.69,0.81,-,-,Yes / Yes,3.54,16.32,3.86,40.31%,16.33%,21.47%,-29.11% -2.81%,1.75% 5.95%,68.16%,10.39%,288.03%,10.16%,Jul 31 BMO,1.24% 1.11%,0.12%,-2.60%,78.20%,0.50%,4.60%,15221.82%,11.08%,71.42%,34.18%,9.74%,0.56%,1.47%,12.22%,"

",1.77B,1.77B,1.04%,2.78,18.30M,267.47 -4.48%,190.75 33.93%,1.67%,2.21%,5.68,50.44,0.28,0.49,6.58M,"3,224,873",-3.58%,-0.75%,17.34%,10.08%,11.81%,22.87%,73.29%,113.65%,295.42%,1.62,278.92,258.15,255.48,-1.03%,ABBV
Palantir Technologies Inc,Technology,Software - Infrastructure,USA,Mega,NASD,"NDX, S&P 500",447.67B,438.59B,3.02B,6.16B,4.07,3.92,-,-,-,- -,0.00%,4429,"Sep 30, 2020",159.21,81.64,1.23,72.72,45.80,47.58,133.30,164.72,71.25,6.91,7.23,0.02,0.02,Yes / Yes,1.17,2.28,0.41,112.65%,43.07%,66.12%,- -,32.92% 32.58%,285.33%,78.92%,221.57%,92.83%,Aug 03 AMC,18.98% 6.80%,8.51%,-1.80%,62.70%,2.95%,31.68%,38.42%,30.21%,84.80%,42.80%,49.00%,8.93%,29.60%,23.07%,"

",2.40B,2.20B,3.11%,1.59,68.28M,207.52 -10.23%,106.37 75.13%,4.32%,4.57%,7.71,69.28,1.64,0.58,43.05M,"25,060,205",3.53%,52.37%,19.00%,35.79%,4.80%,17.82%,1172.47%,624.58%,-,1.89,200.88,185.93,186.29,0.19%,PLTR
