Company,Sector,Industry,Country,Cap,Exchange,Index,Market Cap,Enterprise Value,Income,Sales,Book/sh,Cash/sh,Dividend Est.,Dividend TTM,Dividend Ex-Date,Dividend Gr. 3/5Y,Payout,Employees,IPO,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,EV/EBITDA,EV/Sales,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,Option/Short,EPS (ttm),EPS next Y,EPS next Q,EPS this Y,EPS next Y Percentage,EPS next 5Y,EPS past 3/5Y,Sales past 3/5Y,EPS Y/Y TTM,Sales Y/Y TTM,EPS Q/Q,Sales Q/Q,Earnings,EPS/Sales Surpr.,Insider Own,Insider Trans,Inst Own,Inst Trans,ROA,ROE,ROIC,Gross Margin,Oper. Margin,Profit Margin,SMA20,SMA50,SMA200,Trades,Shs Outstand,Shs Float,Short Float,Short Ratio,Short Interest,52W High,52W Low,Volatility W,Volatility M,ATR (14),RSI (14),Beta,Rel Volume,Avg Volume,Volume,Perf Week,Perf Month,Perf Quarter,Perf Half Y,Perf YTD,Perf Year,Perf 3Y,Perf 5Y,Perf 10Y,Recom,Target Price,Prev Close,Price,Change %,Ticker
Tesla Inc,Consumer Cyclical,Auto Manufacturers,USA,Mega,NASD,"NDX, S&P 500",1330.48B,1303.21B,3.81B,103.62B,21.99,11.15,-,-,-,- -,0.00%,134785,"Jun 29, 2010",312.99,150.33,6.35,12.84,15.32,30.22,230.91,115.85,12.58,1.55,1.94,0.19,0.16,Yes / Yes,1.08,2.24,0.46,1.47%,33.04%,23.67%,-33.28% 38.32%,5.19% 24.63%,-37.64%,11.75%,-5.50%,25.52%,Jul 22 AMC,-38.12% 6.86%,28.56%,-0.01%,43.40%,0.63%,2.75%,4.64%,3.79%,18.85%,4.61%,3.67%,3.49%,-8.56%,-16.79%,"

",3.95B,2.82B,2.43%,1.61,68.50M,498.83 -32.47%,297.38 13.28%,3.73%,3.66%,13.17,46.28,1.83,0.66,42.64M,"27,994,466",1.22%,-8.85%,-17.83%,-17.96%,-25.09%,0.51%,56.33%,46.68%,2160.77%,2.45,374.27,339.30,336.87,-0.72%,TSLA
Micron Technology Inc,Technology,Semiconductors,USA,Mega,NASD,"NDX, S&P 500",1062.49B,1042.81B,50.47B,90.27B,89.22,23.06,0.58 (0.06%),0.53 (0.06%),"Jul 06, 2026",2.27% -,6.06%,53000,"Jun 01, 1984",21.30,6.09,0.04,11.77,10.54,40.79,40.60,15.25,11.55,2.98,3.42,0.06,0.06,Yes / Yes,44.17,154.52,31.15,783.11%,111.06%,172.75%,-0.66% 26.19%,6.71% 11.76%,701.44%,166.98%,1372.09%,345.72%,Jun 24 AMC,20.36% 15.44%,0.33%,-7.05%,80.26%,-2.23%,47.50%,66.64%,47.38%,72.60%,65.75%,55.91%,5.01%,-2.27%,67.96%,"

",1.13B,1.13B,2.66%,0.60,29.89M,1255.00 -25.04%,113.46 729.16%,4.91%,7.17%,73.09,52.17,2.24,0.75,49.79M,"37,305,990",8.32%,8.70%,38.03%,135.32%,229.62%,661.44%,1379.42%,1232.14%,5865.50%,1.27,1565.79,1011.75,940.76,-7.02%,MU
Lilly(Eli) & Co,Healthcare,Drug Manufacturers - General,USA,Mega,NYSE,S&P 500,1153.85B,1199.81B,26.71B,79.67B,35.98,9.51,6.83 (0.56%),6.69 (0.55%),"Aug 14, 2026",15.24% 15.18%,26.14%,50000,"Jul 09, 1970",41.65,26.25,0.87,14.48,34.06,128.92,63.43,28.77,15.06,1.00,1.35,1.62,1.41,Yes / Yes,29.43,46.69,9.85,50.34%,28.28%,30.30%,49.25% 27.59%,31.69% 21.58%,95.08%,49.58%,26.20%,47.67%,Aug 05 BMO,30.92% 10.33%,9.88%,-0.03%,75.22%,-0.40%,21.96%,102.43%,32.68%,83.40%,49.72%,33.53%,3.32%,4.53%,17.06%,"

",941.50M,848.32M,1.07%,3.07,9.12M,1249.45 -1.90%,685.15 78.90%,2.81%,3.11%,40.46,57.85,0.50,0.84,2.97M,"2,509,241",0.88%,6.87%,24.05%,18.31%,14.06%,75.59%,124.32%,356.48%,1436.39%,1.59,1345.81,1183.16,1225.73,3.60%,LLY
JPMorgan Chase & Co,Financial,Banks - Diversified,USA,Mega,NYSE,"DJIA, S&P 500",965.59B,-,63.63B,297.51B,133.01,-,6.39 (1.76%),6.00 (1.65%),"Jul 06, 2026",13.19% 10.01%,28.97%,318512,"Mar 05, 1969",15.56,14.46,1.34,3.25,2.73,-,6.28,-,-,-,1.15,3.41,1.33,Yes / Yes,23.34,25.12,5.84,24.01%,1.19%,10.76%,18.32% 17.66%,21.00% 17.27%,19.76%,8.20%,47.08%,18.21%,Jul 14 BMO,37.84% 13.06%,0.44%,-2.89%,75.48%,-0.52%,1.35%,17.71%,7.41%,-,28.36%,21.39%,1.86%,6.40%,15.16%,"

",2.66B,2.65B,1.07%,3.18,28.24M,366.50 -0.89%,279.10 30.15%,1.29%,1.67%,6.09,64.31,0.98,0.62,8.88M,"5,525,103",0.33%,7.19%,20.79%,18.27%,12.73%,24.60%,143.84%,133.48%,450.80%,2.03,376.35,360.96,363.25,0.63%,JPM
Walmart Inc,Consumer Defensive,Discount Stores,USA,Mega,NASD,"DJIA, NDX, S&P 500",916.77B,986.87B,22.74B,725.30B,11.85,1.35,1.00 (0.86%),0.97 (0.84%),"Aug 21, 2026",7.82% 5.48%,34.44%,2100000,"Nov 20, 1972",40.58,35.20,3.09,1.26,9.72,85.45,73.04,22.01,1.36,0.23,0.77,0.79,0.61,Yes / Yes,2.84,3.27,0.74,9.70%,13.00%,11.40%,24.21% 11.53%,5.27% 4.99%,21.68%,5.87%,19.56%,7.33%,Aug 20 BMO,0.18% 1.66%,44.21%,-0.54%,37.87%,-0.77%,8.24%,25.53%,15.01%,24.98%,4.16%,3.13%,2.42%,0.75%,-2.74%,"

",7.96B,4.44B,1.62%,3.05,72.04M,135.15 -14.76%,95.42 20.73%,1.79%,1.97%,2.39,55.75,0.61,0.87,23.64M,"20,674,966",1.71%,2.67%,-13.60%,-10.59%,3.40%,14.40%,118.83%,131.79%,365.14%,1.56,139.79,114.33,115.20,0.76%,WMT
SK Hynix Inc ADR,Technology,Semiconductors,South Korea,Mega,NASD,-,1134.26B,1091.30B,109.59B,129.01B,23.82,7.79,0.43 (0.28%),-,-,- -,-,34549,"Jul 10, 2026",10.11,4.78,0.04,8.79,6.53,19.97,18.14,11.17,8.46,2.29,2.59,0.08,0.06,Yes / Yes,15.40,32.58,6.09,509.26%,33.55%,106.84%,159.13% 49.26%,25.56% 20.38%,421.22%,134.05%,1180.72%,232.92%,Jul 29 BMO,89.46% -1.71%,-,-,0.00%,-95.55%,68.32%,93.70%,61.27%,75.63%,67.76%,84.95%,3.68%,0.81%,0.81%,"

",7.11B,-,-,0.53,22.52M,194.80 -20.11%,124.80 24.70%,6.25%,7.27%,14.48,48.99,-,0.53,42.79M,"22,821,889",9.86%,2.95%,-,-,-8.46%,-,-,-,-,1.21,230.74,171.38,155.62,-9.20%,SKHY
Advanced Micro Devices Inc,Technology,Semiconductors,USA,Mega,NASD,"NDX, S&P 500",790.75B,781.91B,6.43B,41.30B,41.19,8.04,-,-,-,- -,0.00%,31000,"Oct 15, 1979",124.31,30.88,0.41,19.14,11.76,60.26,94.10,82.17,18.93,1.91,2.61,0.06,0.05,Yes / Yes,3.90,15.69,1.93,83.29%,105.26%,75.07%,46.65% 5.13%,13.64% 28.82%,125.82%,39.54%,158.80%,50.11%,Aug 04 AMC,2.71% 2.00%,0.48%,-6.09%,73.93%,-0.09%,8.12%,10.20%,9.11%,50.37%,15.71%,15.58%,-1.42%,-5.10%,48.28%,"

",1.63B,1.62B,2.32%,1.27,37.75M,584.73 -17.16%,149.22 224.61%,3.68%,5.68%,30.96,47.52,2.48,0.80,29.76M,"23,721,548",2.12%,-3.81%,15.06%,138.52%,126.18%,175.00%,359.36%,368.28%,6780.54%,1.54,621.36,506.00,484.39,-4.27%,AMD
ASML Holding NV,Technology,Semiconductor Equipment & Materials,Netherlands,Mega,NASD,NDX,694.90B,688.51B,12.41B,41.20B,64.74,22.49,10.70 (0.59%),9.08 (0.50%),"Jul 28, 2026",13.12% 21.86%,26.75%,44209,"Mar 15, 1995",56.13,29.97,0.80,16.87,27.85,80.17,61.35,43.58,16.71,0.80,1.33,0.09,0.09,Yes / Yes,32.12,60.15,11.74,47.69%,37.89%,37.61%,23.38% 23.58%,18.33% 18.27%,23.14%,17.87%,31.87%,24.38%,Jul 15 BMO,9.60% 4.16%,0.04%,0.00%,19.88%,-17.58%,22.54%,54.37%,45.57%,52.73%,35.42%,30.11%,4.13%,1.21%,25.54%,"

",385.42M,385.28M,0.28%,0.56,1.07M,1999.96 -9.85%,716.20 151.74%,2.34%,3.28%,74.07,53.91,1.81,0.80,1.90M,"1,509,254",0.20%,3.68%,22.45%,26.99%,68.52%,141.19%,175.13%,133.41%,1600.44%,1.43,2373.23,1883.12,1802.98,-4.26%,ASML
Visa Inc,Financial,Credit Services,USA,Mega,NYSE,"DJIA, S&P 500",680.07B,688.55B,22.40B,44.49B,18.55,8.51,2.72 (0.75%),2.68 (0.74%),"Aug 11, 2026",16.31% 14.48%,23.37%,34100,"Mar 19, 2008",31.26,24.25,1.71,15.29,19.63,42.80,32.36,22.09,15.48,0.99,0.99,0.68,0.59,Yes / Yes,11.65,15.02,3.44,15.25%,13.64%,14.14%,13.82% 16.47%,10.92% 12.86%,14.71%,14.39%,10.41%,14.36%,Jul 28 AMC,2.68% 2.04%,9.09%,-0.08%,81.32%,-0.74%,23.02%,60.67%,39.97%,77.16%,67.04%,50.35%,0.29%,4.05%,9.89%,"

",1.70B,1.70B,1.22%,2.51,20.79M,373.97 -2.60%,293.89 23.94%,1.60%,1.87%,7.11,55.00,0.75,0.82,8.27M,"6,820,296",0.39%,1.02%,9.50%,14.01%,3.86%,6.28%,52.94%,57.26%,353.78%,1.33,420.14,358.84,364.25,1.51%,V
ExxonMobil Holdings Corp,Energy,Oil & Gas Integrated,USA,Mega,NYSE,S&P 500,680.77B,719.28B,32.76B,363.39B,63.08,2.57,4.16 (2.51%),4.12 (2.49%),"Aug 17, 2026",4.06% 2.82%,59.70%,58000,"Jan 01, 1920",21.31,15.55,1.07,1.87,2.62,64.30,22.28,10.17,1.98,0.85,1.13,0.16,0.12,Yes / Yes,7.77,10.64,3.45,63.73%,-7.00%,14.50%,-20.34% -,-6.83% 12.70%,9.80%,10.58%,112.81%,43.14%,Jul 31 BMO,-1.00% 5.53%,0.21%,-63.71%,65.93%,-2.45%,7.18%,12.55%,11.23%,20.88%,11.30%,9.01%,5.49%,11.81%,16.76%,"

",4.11B,4.10B,1.03%,2.64,42.35M,176.41 -6.15%,105.67 56.68%,1.61%,2.09%,3.67,71.33,0.18,1.18,16.06M,"18,952,680",3.60%,11.59%,3.16%,13.25%,37.58%,55.13%,50.45%,204.39%,86.21%,2.31,169.32,161.46,165.56,2.54%,XOM
Johnson & Johnson,Healthcare,Drug Manufacturers - General,USA,Mega,NYSE,"DJIA, S&P 500",653.35B,681.63B,21.04B,97.94B,35.28,8.61,5.38 (1.98%),5.24 (1.93%),"Aug 25, 2026",4.92% 5.25%,46.59%,140800,"Sep 25, 1944",31.42,21.27,2.19,6.67,7.68,31.47,29.37,19.94,6.96,0.81,1.09,0.58,0.44,Yes / Yes,8.63,12.75,2.90,7.37%,10.04%,9.72%,17.88% 14.90%,5.56% 2.67%,-7.21%,8.07%,-0.92%,6.64%,Jul 15 BMO,1.59% 0.99%,0.14%,-12.36%,76.18%,-0.21%,10.67%,25.74%,17.20%,68.03%,26.99%,21.48%,4.07%,7.26%,17.58%,"

",2.41B,2.41B,1.06%,3.16,25.41M,274.90 -1.38%,173.33 56.41%,1.80%,2.10%,5.86,66.68,0.23,0.97,8.05M,"7,838,168",4.35%,8.96%,18.43%,11.42%,31.00%,53.82%,57.17%,53.01%,124.58%,1.81,277.81,262.37,271.11,3.33%,JNJ
Intel Corp,Technology,Semiconductors,USA,Mega,NASD,"NDX, S&P 500",487.68B,523.92B,-11.29B,57.03B,17.36,5.93,0.04 (0.04%),-,"Aug 07, 2024",- -,-,85100,"May 03, 1973",-,46.74,0.50,8.55,5.57,16.31,1417.67,30.90,9.19,1.25,1.60,0.58,0.55,Yes / Yes,-2.12,2.07,0.39,256.70%,38.08%,94.41%,- -,-5.71% -7.46%,55.56%,7.47%,-223.64%,25.42%,Jul 23 AMC,93.28% 11.73%,14.72%,0.01%,64.48%,-0.03%,-5.72%,-12.18%,-8.30%,39.05%,8.03%,-19.79%,-0.02%,-11.45%,36.69%,"

",5.04B,4.30B,2.91%,1.03,125.10M,142.35 -32.08%,22.77 324.52%,4.67%,6.29%,7.07,45.37,2.25,1.00,121.56M,"121,969,461",-1.05%,-0.39%,-10.62%,109.37%,162.02%,308.64%,195.22%,85.26%,176.48%,2.43,121.24,103.49,96.68,-6.58%,INTC
Mastercard Incorporated,Financial,Credit Services,USA,Mega,NYSE,S&P 500,503.10B,515.64B,16.26B,35.13B,6.39,13.81,3.55 (0.62%),3.37 (0.59%),"Jul 09, 2026",15.58% 13.94%,19.07%,39800,"May 25, 2006",31.60,24.87,1.51,14.32,89.87,41.59,30.51,23.45,14.68,1.06,1.06,4.39,3.95,Yes / Yes,18.18,23.09,5.15,17.26%,15.78%,16.48%,17.34% 20.99%,13.90% 16.50%,22.59%,16.15%,22.05%,13.79%,Jul 30 BMO,5.69% 2.22%,7.88%,-0.14%,82.56%,-2.10%,29.80%,241.49%,58.49%,96.60%,59.19%,46.27%,2.20%,7.85%,8.77%,"

",871.00M,807.00M,1.11%,2.54,8.96M,601.77 -4.56%,464.52 23.64%,1.70%,1.81%,11.11,62.70,0.73,1.11,3.53M,"3,907,947",2.29%,4.91%,13.55%,10.04%,0.60%,-1.68%,46.44%,59.11%,502.82%,1.38,668.57,562.26,574.31,2.14%,MA
Bank Of America Corp,Financial,Banks - Diversified,USA,Mega,NYSE,S&P 500,449.14B,-,32.26B,195.14B,39.34,-,1.19 (1.86%),1.12 (1.74%),"Sep 04, 2026",7.89% 8.45%,28.33%,213000,"Jun 05, 1979",14.78,12.21,0.78,2.30,1.63,-,5.47,-,-,-,1.03,2.47,1.10,Yes / Yes,4.35,5.26,1.19,21.91%,13.27%,15.60%,6.17% 15.28%,18.12% 15.40%,27.92%,-1.71%,35.31%,0.28%,Jul 14 BMO,7.19% 2.54%,0.28%,-2.87%,77.99%,-1.98%,0.97%,11.25%,5.34%,-,21.32%,16.53%,2.06%,6.98%,18.33%,"

",7.02B,6.97B,1.44%,2.89,100.51M,65.22 -1.53%,46.12 39.28%,1.67%,1.60%,1.05,64.63,1.17,0.83,34.75M,"28,773,984",0.36%,6.31%,26.71%,21.79%,16.78%,34.04%,120.65%,57.47%,323.68%,1.52,68.23,63.89,64.23,0.53%,BAC
Cisco Systems Inc,Technology,Communication Equipment,USA,Mega,NASD,"DJIA, NDX, S&P 500",439.90B,453.52B,13.27B,63.33B,12.40,4.04,1.71 (1.53%),1.66 (1.49%),"Oct 02, 2026",2.53% 2.60%,49.85%,86200,"Feb 16, 1990",33.51,19.91,1.72,6.95,9.00,27.64,34.46,24.50,7.16,0.79,0.93,0.59,0.39,Yes / Yes,3.33,5.60,1.32,18.47%,9.26%,11.55%,2.72% 5.90%,3.57% 4.92%,27.65%,11.77%,37.16%,17.58%,Aug 12 AMC,4.52% 2.47%,0.24%,-1.40%,82.36%,0.70%,10.53%,27.32%,19.05%,63.25%,25.23%,20.95%,-4.17%,-4.51%,20.83%,"

",3.94B,3.93B,1.68%,2.70,66.19M,130.37 -14.39%,65.75 69.75%,2.80%,2.64%,3.96,42.15,0.99,0.82,24.53M,"20,060,517",-7.32%,0.82%,-6.12%,45.23%,44.89%,66.71%,102.78%,102.38%,266.17%,1.83,140.29,112.90,111.61,-1.14%,CSCO
